[4/23/23 05:21AM] Login. ip: 80.235.59.1, mac: CNU3439FV220230206193456.000000+120, uuid: 9C-B6-54-A0-DC-59	
[4/23/23 05:22AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:28AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:28AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:29AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:30AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:30AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:30AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:30AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:30AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:30AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:30AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:31AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:34AM] PROGRESSION_ZONES|3043,10261,4|Said: Do ::refer then type wr3ckedyou	
[4/23/23 05:35AM] Player dropping item: Starter Legs, amount: 1	
[4/23/23 05:35AM] Player dropping item: Starter Boots, amount: 1	
[4/23/23 05:35AM] Player dropping item: Starter Gloves, amount: 1	
[4/23/23 05:35AM] Player dropping item: Starter Cape, amount: 1	
[4/23/23 05:35AM] Player dropping item: Starter Body, amount: 1	
[4/23/23 05:35AM] Player dropping item: Starter Cannon, amount: 1	
[4/23/23 05:35AM] Picked up gr.Item Starter Cannon, amount: 1	
[4/23/23 05:35AM] Player dropping item: Starter Staff, amount: 1	
[4/23/23 05:35AM] Player dropping item: Starter Blade, amount: 1	
[4/23/23 05:35AM] Player dropping item: Starter Helm, amount: 1	
[4/23/23 05:37AM] Player dropping item: Blurite Katana, amount: 1	
[4/23/23 05:37AM] Player dropping item: Blurite Katana, amount: 1	
[4/23/23 05:37AM] Player dropping item: Blurite Staff, amount: 1	
[4/23/23 05:38AM] Player dropping item: Starter Amulet, amount: 1	
[4/23/23 05:39AM] Picked up gr.Item Blurite Ring, amount: 1	
[4/23/23 05:39AM] Picked up gr.Item Blurite Ring, amount: 1	
[4/23/23 05:40AM] Picked up gr.Item Blurite Helm, amount: 1	
[4/23/23 05:40AM] Picked up gr.Item Blurite Body, amount: 1	
[4/23/23 05:43AM] Player dropping item: Starter Cannon, amount: 1	
[4/23/23 05:44AM] Player dropping item: Vial, amount: 1	
[4/23/23 05:44AM] Player dropping item: Vial, amount: 1	
[4/23/23 05:44AM] Picked up gr.Item Blurite Boots, amount: 1	
[4/23/23 05:48AM] Player dropping item: Starter Ring, amount: 1	
