[4/19/23 01:43AM] Login. ip: 173.56.82.186, mac: To be filled by O.E.M.20221218031957.000000-300, uuid: 00-FF-1D-B5-D1-10	
[4/19/23 01:44AM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:44AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:45AM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:45AM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:45AM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:45AM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:46AM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:46AM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:46AM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:46AM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:46AM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:47AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:48AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:48AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:48AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:48AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:48AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:48AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:49AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:49AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:49AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:49AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:49AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:50AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:50AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:50AM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:50AM] Picked up gr.Item Coin, amount: 200	
