[4/17/23 07:40PM] Login. ip: 75.134.18.210, mac: L5NRCV00V44819420230214121714.000000-300, uuid: F8-E4-E3-1E-48-D6	
[4/17/23 07:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:44PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:44PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:44PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 07:45PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 07:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:45PM] (CC) Help. Said: How to claim votes?	
[4/17/23 07:45PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 07:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:46PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:46PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 07:46PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:47PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:48PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 07:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:48PM] Picked up gr.Item Blurite Cape, amount: 1	
[4/17/23 07:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:49PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:49PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:50PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:50PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:50PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:50PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:51PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:51PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:51PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:52PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:52PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:52PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:52PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:52PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:53PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:53PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:53PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:53PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:53PM] (CC) Help. Said: Mines 1	
[4/17/23 07:54PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:54PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:54PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:54PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 07:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:55PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 07:55PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:55PM] (CC) Help. Said: Is there collector amulets?	
[4/17/23 07:55PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 07:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:55PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 07:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:56PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 07:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:56PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:57PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 07:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:57PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 07:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:57PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 07:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:58PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 07:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:58PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 07:58PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:58PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 07:58PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:24PM] Login. ip: 75.134.18.210, mac: L5NRCV00V44819420230214121714.000000-300, uuid: F8-E4-E3-1E-48-D6	
[4/18/23 06:25PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 06:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:25PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 06:25PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:25PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 06:25PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:26PM] (CC) Help. Said: Is there a collectors amulet?	
[4/18/23 06:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:27PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 06:27PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:27PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 06:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:28PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 06:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:28PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 06:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:29PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 06:29PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:29PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:29PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 06:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:29PM] Picked up gr.Item Blurite Helm, amount: 1	
[4/18/23 06:30PM] PROGRESSION_ZONES|3027,10261,8|Said: Hey	
[4/18/23 06:30PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 06:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:30PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/18/23 06:30PM] PROGRESSION_ZONES|3027,10261,8|Said: Your iron man thoug	
[4/18/23 06:30PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 06:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:30PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/18/23 06:30PM] PROGRESSION_ZONES|3027,10260,8|Said: Oh haha	
[4/18/23 06:33PM] Receiving item from trade with Emordnys Id: 14915, amount: 1	
[4/18/23 06:33PM] Receiving item from trade with Emordnys Id: 23054, amount: 1	
[4/18/23 06:33PM] Receiving item from trade with Emordnys Id: 23051, amount: 1	
[4/18/23 06:33PM] Receiving item from trade with Emordnys Id: 8334, amount: 1	
[4/18/23 06:33PM] Receiving item from trade with Emordnys Id: 23050, amount: 1	
[4/18/23 06:33PM] Receiving item from trade with Emordnys Id: 23052, amount: 1	
[4/18/23 06:33PM] Receiving item from trade with Emordnys Id: 20089, amount: 1	
[4/18/23 06:33PM] Receiving item from trade with Emordnys Id: 18636, amount: 1	
[4/18/23 06:33PM] Receiving item from trade with Emordnys Id: 20092, amount: 1	
[4/18/23 06:33PM] Receiving item from trade with Emordnys Id: 20093, amount: 1	
[4/18/23 06:33PM] DEFAULT|2226,3759,0|Said: Thank you!	
[4/18/23 06:34PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 06:34PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:34PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 06:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:34PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 06:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:34PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 06:34PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:34PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 06:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:35PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:35PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 06:35PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 06:35PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:35PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 06:35PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:35PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 06:35PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:35PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:35PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 06:35PM] PROGRESSION_ZONES|3042,10277,12|Said: Likewise	
[4/18/23 06:35PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:35PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 06:35PM] Picked up gr.Item Lava bones, amount: 1	
