[4/17/23 10:55AM] Login. ip: 99.243.95.181, mac: 20201201013840.000000-300, uuid: 3E-F0-11-3E-11-E2	
[4/17/23 10:59AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 10:59AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:00AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 11:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:00AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 11:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:01AM] Picked up gr.Item Coin, amount: 300	
[4/17/23 11:01AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 11:02AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 11:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:02AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 11:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:06AM] Receiving item from trade with Fpk Merk Id: 10029, amount: 2	
[4/17/23 11:06AM] DEFAULT|2222,3750,0|Said: Tyy	
[4/17/23 11:10AM] PROGRESSION_ZONES|3036,10277,8|Said: S::meruem	
[4/17/23 11:15AM] Picked up gr.Item Blurite Box, amount: 1	
[4/17/23 11:15AM] Player dropping item: Starter Boots, amount: 1	
[4/17/23 11:15AM] Player dropping item: Starter Body, amount: 1	
[4/17/23 11:15AM] Player dropping item: Starter Helm, amount: 1	
[4/17/23 11:15AM] Player dropping item: Starter Cape, amount: 1	
[4/17/23 11:15AM] Player dropping item: Starter Gloves, amount: 1	
[4/17/23 11:20AM] Picked up gr.Item Blurite Ring, amount: 1	
[4/17/23 11:25AM] Picked up gr.Item Coin, amount: 1200	
[4/17/23 11:26AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:27AM] Picked up gr.Item Imperial legs, amount: 1	
[4/17/23 11:29AM] Picked up gr.Item Imperial body, amount: 1	
[4/17/23 11:31AM] Picked up gr.Item Imperial legs, amount: 1	
[4/17/23 11:31AM] Picked up gr.Item Imperial legs, amount: 1	
[4/17/23 11:32AM] Picked up gr.Item Imperial gloves, amount: 1	
[4/17/23 11:33AM] Picked up gr.Item Coin, amount: 1200	
[4/17/23 11:33AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:33AM] Picked up gr.Item Coin, amount: 2400	
[4/17/23 11:33AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 11:33AM] Picked up gr.Item Coin, amount: 600	
[4/17/23 11:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:33AM] Player dropping item: Starter Amulet, amount: 1	
[4/17/23 11:33AM] Player dropping item: Starter Ring, amount: 1	
[4/17/23 11:33AM] Picked up gr.Item Lava bones, amount: 40	
[4/17/23 11:33AM] Picked up gr.Item Coin, amount: 2839462	
[4/17/23 11:34AM] Player dropping item: Starter Legs, amount: 1	
[4/17/23 11:34AM] Player dropping item: Starter Staff, amount: 1	
[4/17/23 11:34AM] Player dropping item: Starter Blade, amount: 1	
[4/17/23 11:39AM] Player dropping item: Starter Cannon, amount: 1	
