[4/15/23 01:31AM] Login. ip: 172.58.175.107, mac: JJW6M7220230221004124.000000-300, uuid: 18-3D-A2-F9-02-6C	
[4/15/23 01:31AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:31AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:32AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:35AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:35AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:37AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:39AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:40AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:41AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:43AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 01:43AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:43AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:44AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:45AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 01:45AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 01:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:46AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 01:47AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 01:47AM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 01:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:48AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:50AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 01:50AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:50AM] Picked up gr.Item Blurite Helm, amount: 1	
[4/15/23 01:50AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 01:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:51AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 01:51AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 01:51AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:51AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:52AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 01:52AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:56AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 01:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:56AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 01:58AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 01:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:59AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 01:59AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 02:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:00AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:00AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 02:02AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 02:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:03AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 02:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:04AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 02:04AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 02:04AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 02:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:04AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 02:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:06AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 02:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:06AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 02:07AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/15/23 02:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:07AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 02:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:09AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:10AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:10AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:11AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:11AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:11AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:12AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:12AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:13AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:13AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 02:14AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:14AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:15AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:16AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:17AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:18AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:19AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:20AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:24AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:26AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:26AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:28AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:29AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:30AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:30AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:32AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:32AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:33AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:33AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:33AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:34AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:35AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:35AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:35AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 02:35AM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 02:36AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:36AM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/15/23 02:36AM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/15/23 02:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:41AM] (CC) Help. Said: Ty	
[4/15/23 02:42AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 02:44AM] Picked up gr.Item Coin, amount: 500	
[4/15/23 02:45AM] Picked up gr.Item Coin, amount: 500	
[4/15/23 02:45AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:45AM] Picked up gr.Item Blurite Body, amount: 1	
[4/15/23 02:45AM] Picked up gr.Item Blurite Body, amount: 1	
[4/15/23 02:47AM] Receiving item from trade with Nelly Id: 8335, amount: 1	
[4/15/23 02:47AM] Receiving item from trade with Nelly Id: 23022, amount: 1	
