[4/15/23 09:08AM] Login. ip: 174.90.223.147, mac: 5CD0126NFS20210717060617.000000-420, uuid: 70-66-55-04-C7-47	
[4/15/23 09:17AM] Has just redeemed a $25 Bond successfully!	
[4/15/23 09:17AM] Has just redeemed a $25 Bond successfully!	
[4/15/23 09:20AM] Login. ip: 174.90.223.147, mac: 5CD0126NFS20210717060617.000000-420, uuid: 70-66-55-04-C7-47	
[4/15/23 09:22AM] Has just redeemed a $25 Bond successfully!	
[4/15/23 09:22AM] Has just redeemed a $25 Bond successfully!	
[4/15/23 09:25AM] Has just redeemed a $1 Scroll successfully!	
[4/15/23 09:25AM] Has just redeemed a $1 Scroll successfully!	
[4/15/23 09:25AM] Has just redeemed a $1 Scroll successfully!	
[4/15/23 09:25AM] Has just redeemed a $1 Scroll successfully!	
[4/15/23 09:25AM] Has just redeemed a $1 Scroll successfully!	
[4/15/23 09:25AM] Has just redeemed a $10 Bond successfully!	
[4/15/23 09:25AM] Has just redeemed a $10 Bond successfully!	
[4/15/23 09:28AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:28AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 09:32AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:32AM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 09:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:32AM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 09:32AM] Picked up gr.Item Lava bones, amount: 7	
[4/15/23 09:38AM] Picked up gr.Item Coin, amount: 1400	
[4/15/23 09:39AM] Picked up gr.Item Imperial ring, amount: 1	
[4/15/23 09:42AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:43AM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 09:43AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 09:43AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 09:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:43AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 09:43AM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 09:44AM] Picked up gr.Item Coin, amount: 900	
[4/15/23 09:46AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:49AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 09:49AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 09:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:50AM] Picked up gr.Item Revenant Wings, amount: 1	
[4/15/23 09:52AM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 09:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:54AM] Picked up gr.Item Patience helm, amount: 1	
[4/15/23 09:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:54AM] Picked up gr.Item Coin, amount: 1500	
[4/15/23 09:56AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:56AM] Picked up gr.Item Coin, amount: 3000	
[4/15/23 09:56AM] Picked up gr.Item Lava bones, amount: 8	
[4/15/23 09:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:57AM] Picked up gr.Item Patience legs, amount: 1	
[4/15/23 09:57AM] Picked up gr.Item Patience legs, amount: 1	
[4/15/23 09:57AM] Picked up gr.Item Coin, amount: 1500	
[4/15/23 09:57AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:57AM] Picked up gr.Item Coin, amount: 1500	
[4/15/23 09:57AM] Picked up gr.Item Coin, amount: 4500	
[4/15/23 09:58AM] Picked up gr.Item Patience boots, amount: 1	
[4/15/23 09:58AM] Picked up gr.Item Patience boots, amount: 1	
[4/15/23 09:58AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:58AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:58AM] Picked up gr.Item Coin, amount: 1500	
[4/15/23 09:58AM] Picked up gr.Item Coin, amount: 1500	
[4/15/23 10:00AM] Picked up gr.Item Coin, amount: 2000	
[4/15/23 10:01AM] Picked up gr.Item Coin, amount: 4000	
[4/15/23 10:02AM] Picked up gr.Item Coin, amount: 4000	
[4/15/23 10:05AM] Picked up gr.Item Zinq shield, amount: 1	
[4/15/23 10:05AM] Picked up gr.Item Zinq shield, amount: 1	
[4/15/23 10:06AM] Picked up gr.Item Coin, amount: 4000	
[4/15/23 10:07AM] Picked up gr.Item Coin, amount: 2000	
[4/15/23 10:09AM] Picked up gr.Item Aberrant Head, amount: 1	
[4/15/23 10:09AM] Picked up gr.Item Coin, amount: 6000	
[4/15/23 10:09AM] Picked up gr.Item Coin, amount: 12000	
[4/15/23 10:09AM] Picked up gr.Item Lava bones, amount: 7	
[4/15/23 10:11AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:12AM] Picked up gr.Item Coin, amount: 3000	
[4/15/23 10:12AM] Picked up gr.Item Coin, amount: 9000	
[4/15/23 10:13AM] Picked up gr.Item Coin, amount: 3000	
[4/15/23 10:13AM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 10:13AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:13AM] Picked up gr.Item Lava bones, amount: 6	
[4/15/23 10:13AM] (CC) Help. Said: .	
[4/15/23 10:14AM] Picked up gr.Item Lava bones, amount: 6	
[4/15/23 10:14AM] Picked up gr.Item Coin, amount: 12000	
[4/15/23 10:14AM] Picked up gr.Item Lava bones, amount: 8	
[4/15/23 10:14AM] Picked up gr.Item Coin, amount: 12000	
[4/15/23 10:14AM] Picked up gr.Item Coin, amount: 3000	
[4/15/23 10:14AM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 10:15AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:15AM] Picked up gr.Item Aberrant Head, amount: 1	
[4/15/23 10:17AM] Picked up gr.Item Coin, amount: 3000	
[4/15/23 10:17AM] Picked up gr.Item Coin, amount: 3000	
[4/15/23 10:17AM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 10:19AM] Picked up gr.Item Coin, amount: 4000	
[4/15/23 10:19AM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 10:19AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:26AM] Picked up gr.Item Coin, amount: 4000	
[4/15/23 10:26AM] Picked up gr.Item Coin, amount: 4000	
[4/15/23 10:26AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 10:29AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:33AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:33AM] Picked up gr.Item Inferno Blade, amount: 1	
