[4/17/23 05:36PM] Login. ip: 108.183.42.216, mac: 20201220034832.000000-300, uuid: 24-4B-FE-E1-60-E8	
[4/17/23 05:41PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:42PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:42PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:44PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:44PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:45PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:46PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:46PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:46PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:46PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:48PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:49PM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:49PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:53PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:54PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 05:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:55PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 05:55PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:56PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 05:56PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:56PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 05:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:57PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 05:57PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:57PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:58PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 05:58PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:58PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 05:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:59PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 05:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:59PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 05:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:00PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 06:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:01PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 06:01PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:01PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:02PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 06:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:02PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 06:02PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:02PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 06:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:02PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 06:02PM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:02PM] Picked up gr.Item Coin, amount: 200	
[4/17/23 06:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:03PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 06:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:04PM] Picked up gr.Item Coin, amount: 300	
[4/17/23 06:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:04PM] Picked up gr.Item Coin, amount: 300	
