[4/21/23 03:21PM] Login. ip: 81.90.124.133, mac: TJ1923049720210626173037.000000+120, uuid: 92-5B-AD-4C-C9-77	
[4/21/23 03:22PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:23PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:23PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:23PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:24PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:24PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:24PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:24PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:25PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:25PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:25PM] PROGRESSION_ZONES|3032,10277,4|Said: 0	
[4/21/23 03:25PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:25PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:26PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:26PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:26PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:26PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:27PM] Picked up gr.Item Coin, amount: 400	
[4/21/23 03:27PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 03:27PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:27PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:27PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:28PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:28PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 03:28PM] Picked up gr.Item Coin, amount: 400	
[4/21/23 03:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 03:28PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:29PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:29PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:29PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:29PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:30PM] Picked up gr.Item Coin, amount: 300	
[4/21/23 03:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:30PM] Picked up gr.Item Coin, amount: 300	
