[4/20/23 02:46PM] Login. ip: 70.127.144.88, mac: 5CD0192MNX20230408083810.000000-240, uuid: FA-12-65-CE-13-79	
[4/20/23 02:49PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 02:49PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:51PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:51PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 02:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:51PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 02:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:51PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:51PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 02:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:52PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 02:52PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:52PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 02:52PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:52PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 02:52PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:53PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 02:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:53PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 02:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:53PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:53PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 02:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:53PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 02:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:54PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 02:54PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:54PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:54PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:54PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 02:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:54PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 02:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:58PM] Has just redeemed a $10 Bond successfully!	
[4/20/23 03:02PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 03:02PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:02PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 03:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:02PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 03:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:03PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 03:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:03PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 03:03PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:03PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 03:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:03PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:03PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:03PM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 03:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:03PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:04PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:04PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:04PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:04PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:04PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:04PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:04PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:04PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:04PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:05PM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 03:05PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:06PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:06PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:06PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:06PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:06PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:07PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:07PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:07PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:07PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:07PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:07PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:07PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:07PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:08PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:08PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 03:10PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:10PM] Picked up gr.Item Coin, amount: 1200	
[4/20/23 03:10PM] Picked up gr.Item Lava bones, amount: 5	
[4/20/23 03:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:10PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:10PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/20/23 03:10PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:10PM] Picked up gr.Item Lava bones, amount: 4	
[4/20/23 03:10PM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 03:10PM] Picked up gr.Item Coin, amount: 1200	
[4/20/23 03:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:11PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:11PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 4	
[4/20/23 03:11PM] Picked up gr.Item Coin, amount: 1200	
[4/20/23 03:11PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:11PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:11PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:11PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:11PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:11PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:11PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:11PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:12PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:12PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:12PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:12PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:12PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:12PM] Picked up gr.Item Blurite Body, amount: 1	
[4/20/23 03:12PM] Picked up gr.Item Lava bones, amount: 4	
[4/20/23 03:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:13PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:13PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 03:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:13PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:14PM] Picked up gr.Item Coin, amount: 2000	
[4/20/23 03:14PM] Picked up gr.Item Lava bones, amount: 8	
[4/20/23 03:14PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 03:14PM] Picked up gr.Item Coin, amount: 1000	
[4/20/23 03:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 03:14PM] Picked up gr.Item Coin, amount: 500	
[4/20/23 03:14PM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 03:14PM] Picked up gr.Item Coin, amount: 500	
[4/20/23 03:14PM] Picked up gr.Item Lava bones, amount: 2	
