[4/18/23 05:05PM] Login. ip: 66.177.87.6, mac: NHQ5VAA0019150CCA9340020230404234608.000000-240, uuid: 98-28-A6-42-66-25	
[4/18/23 05:05PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 05:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:06PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 05:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:06PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 05:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:06PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 05:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:06PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 05:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:06PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 05:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:07PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 05:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:07PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 05:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:07PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 05:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:07PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 05:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:07PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 05:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:08PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:08PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:09PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:09PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:09PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:09PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:09PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:09PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:10PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:10PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:10PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:10PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:11PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:11PM] Picked up gr.Item Coin, amount: 1750951	
[4/18/23 05:11PM] Picked up gr.Item Lava bones, amount: 25	
[4/18/23 05:12PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 05:13PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 05:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:13PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 05:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:14PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 05:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:15PM] Picked up gr.Item Coin, amount: 1500	
[4/18/23 05:15PM] Picked up gr.Item Lava bones, amount: 5	
[4/18/23 05:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:17PM] Picked up gr.Item Coin, amount: 1200	
[4/18/23 05:20PM] Picked up gr.Item Blurite Cape, amount: 1	
[4/18/23 05:21PM] Picked up gr.Item Coin, amount: 1200	
[4/18/23 05:21PM] Picked up gr.Item Lava bones, amount: 3	
[4/18/23 05:21PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 05:23PM] PROGRESSION_ZONES|3037,10273,12|Said: Hey ao i dont remember every playing and its telling i done claim a ref  code	
[4/18/23 05:24PM] Picked up gr.Item Coin, amount: 1200	
[4/18/23 05:25PM] PROGRESSION_ZONES|3034,10273,12|Said: Alright ill try remember names i may have used then ty	
[4/18/23 05:25PM] PROGRESSION_ZONES|3034,10273,12|Said: Oh that may be my brother then lmao	
[4/18/23 05:26PM] PROGRESSION_ZONES|3034,10273,12|Said: Alright all good bro	
[4/18/23 05:26PM] PROGRESSION_ZONES|3034,10273,12|Said: U2	
[4/18/23 05:27PM] Picked up gr.Item Coin, amount: 500	
[4/18/23 05:27PM] Picked up gr.Item Coin, amount: 500	
[4/18/23 05:27PM] Picked up gr.Item Coin, amount: 1000	
[4/18/23 05:28PM] Picked up gr.Item Coin, amount: 500	
[4/18/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 05:28PM] Picked up gr.Item Coin, amount: 500	
[4/18/23 05:29PM] Player dropping item: Vial, amount: 1	
[4/18/23 05:29PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/18/23 05:29PM] Picked up gr.Item Vote scroll, amount: 3	
[4/18/23 05:30PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/18/23 05:30PM] Picked up gr.Item Vote scroll, amount: 3	
[4/18/23 05:32PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/18/23 05:32PM] Picked up gr.Item Vote scroll, amount: 3	
[4/18/23 05:32PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 05:34PM] Picked up gr.Item Blurite Box, amount: 1	
[4/18/23 05:36PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 05:36PM] Picked up gr.Item Coin, amount: 1000	
[4/18/23 05:36PM] Picked up gr.Item Coin, amount: 500	
[4/18/23 05:36PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:36PM] Picked up gr.Item Coin, amount: 500	
[4/18/23 05:36PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 05:38PM] Player dropping item: Vial, amount: 1	
[4/18/23 05:39PM] Picked up gr.Item Vial, amount: 1	
[4/18/23 05:39PM] Picked up gr.Item Lava bones, amount: 300	
[4/18/23 05:39PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/18/23 05:39PM] Player dropping item: Vial, amount: 1	
[4/18/23 05:40PM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/18/23 05:41PM] Has just redeemed a $1 Scroll successfully!	
[4/18/23 05:43PM] Picked up gr.Item Coin, amount: 1325856	
[4/18/23 05:43PM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 10:40AM] Login. ip: 66.177.87.6, mac: NHQ5VAA0019150CCA9340020230404234608.000000-240, uuid: 98-28-A6-42-66-25	
[4/19/23 10:42AM] Has just redeemed a $10 Bond successfully!	
[4/19/23 10:45AM] Picked up gr.Item Coin, amount: 1529417	
[4/19/23 10:45AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 10:48AM] Picked up gr.Item Coin, amount: 600	
[4/19/23 10:49AM] Picked up gr.Item Coin, amount: 600	
[4/19/23 10:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 10:49AM] Picked up gr.Item Coin, amount: 600	
[4/19/23 10:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 10:49AM] Picked up gr.Item Coin, amount: 600	
[4/19/23 10:49AM] Picked up gr.Item Coin, amount: 2400	
[4/19/23 10:49AM] Picked up gr.Item Coin, amount: 2400	
[4/19/23 10:50AM] (CC) Help. Said:  where can i get a collo ammy	
[4/19/23 10:50AM] Picked up gr.Item Coin, amount: 600	
[4/19/23 10:50AM] (CC) Help. Said: Zinq ?	
[4/19/23 10:51AM] (CC) Help. Said: Nvm found it	
[4/19/23 10:52AM] Player dropping item: Vial, amount: 1	
[4/19/23 10:55AM] Picked up gr.Item Coin, amount: 600	
[4/19/23 10:56AM] Picked up gr.Item Imperial helm, amount: 1	
[4/19/23 10:56AM] Picked up gr.Item Imperial legs, amount: 1	
[4/19/23 10:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 10:56AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/19/23 10:56AM] Picked up gr.Item Imperial body, amount: 1	
[4/19/23 10:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 10:56AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/19/23 10:58AM] Picked up gr.Item Imperial boots, amount: 1	
[4/19/23 10:58AM] Picked up gr.Item Coin, amount: 1400	
[4/19/23 10:59AM] Picked up gr.Item Coin, amount: 700	
[4/19/23 10:59AM] Picked up gr.Item Coin, amount: 700	
[4/19/23 10:59AM] Picked up gr.Item Coin, amount: 700	
[4/19/23 10:59AM] Picked up gr.Item Imperial legs, amount: 1	
[4/19/23 11:00AM] Picked up gr.Item Imperial boots, amount: 1	
[4/19/23 11:00AM] Player dropping item: Vial, amount: 1	
[4/19/23 11:01AM] Picked up gr.Item Coin, amount: 800	
[4/19/23 11:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 11:01AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/19/23 11:04AM] Picked up gr.Item Imperial body, amount: 1	
[4/19/23 11:04AM] Picked up gr.Item Imperial Box, amount: 1	
[4/19/23 11:04AM] Player dropping item: Imperial Minigun, amount: 1	
[4/19/23 11:05AM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 11:05AM] Picked up gr.Item Imperial Minigun, amount: 1	
[4/19/23 11:08AM] Picked up gr.Item Coin, amount: 1000	
[4/19/23 11:08AM] Picked up gr.Item Coin, amount: 1000	
[4/19/23 11:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 11:10AM] Picked up gr.Item Revenant whip, amount: 1	
[4/19/23 11:11AM] Player dropping item: Vial, amount: 1	
[4/19/23 11:11AM] Picked up gr.Item Coin, amount: 5000	
[4/19/23 11:12AM] Picked up gr.Item Coin, amount: 4000	
[4/19/23 11:15AM] Picked up gr.Item Coin, amount: 1915444	
[4/19/23 11:15AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 11:17AM] (CC) Help. Said:  where do u use donator points at 	
[4/19/23 11:17AM] (CC) Help. Said:  where is it at at home	
[4/19/23 11:18AM] (CC) Help. Said: Ty	
[4/19/23 11:19AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:21AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 11:21AM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 11:21AM] Has just redeemed a $1 Scroll successfully!	
[4/19/23 11:21AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:21AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:22AM] Picked up gr.Item Coin, amount: 3000	
[4/19/23 11:22AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:22AM] Picked up gr.Item Coin, amount: 4500	
[4/19/23 11:22AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:22AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 11:23AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:23AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:23AM] Picked up gr.Item Coin, amount: 3000	
[4/19/23 11:23AM] Picked up gr.Item Coin, amount: 3000	
[4/19/23 11:24AM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/19/23 11:24AM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/19/23 11:24AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:24AM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 11:24AM] Picked up gr.Item Coin, amount: 3000	
[4/19/23 11:24AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:25AM] Picked up gr.Item Coin, amount: 3000	
[4/19/23 11:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 11:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 11:25AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 11:25AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:25AM] Picked up gr.Item Coin, amount: 1500	
[4/19/23 11:25AM] Picked up gr.Item Coin, amount: 3000	
[4/19/23 11:25AM] Picked up gr.Item Coin, amount: 1500	
