[4/15/23 09:45AM] Login. ip: 71.225.124.252, mac: 5CG1254MZC20210807163813.000000-300, uuid: 5E-61-99-67-72-B7	
[4/15/23 09:47AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 09:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:47AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:53AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:59AM] GLOBAL_BOSS|2142,5014,8|Said: O	
[4/15/23 10:05AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:05AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 10:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 10:06AM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 10:09AM] Picked up gr.Item Blurite Body, amount: 1	
[4/15/23 10:09AM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 10:09AM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 10:10AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 10:10AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 10:10AM] Picked up gr.Item Lava bones, amount: 5	
