[4/15/23 04:59AM] Login. ip: 142.127.182.12, mac: QTF1TD33601787ﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘ20230413165730.000000-240, uuid: 0E-8B-FD-5A-CC-E7	
[4/15/23 05:00AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 05:00AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 05:01AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 05:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 05:03AM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 05:03AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 05:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 05:04AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 05:04AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 05:04AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 05:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 05:04AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 05:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:00AM] Login. ip: 142.127.182.12, mac: QTF1TD33601787ﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘ20230413165730.000000-240, uuid: 0E-8B-FD-5A-CC-E7	
[4/15/23 09:02AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:02AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:02AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:02AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:03AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:04AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:04AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:05AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:05AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:05AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:06AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:06AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:06AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:08AM] Picked up gr.Item Coin, amount: 600	
[4/15/23 09:08AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 09:08AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:08AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:10AM] Has just redeemed a $10 Bond successfully!	
[4/15/23 09:11AM] Login. ip: 142.127.182.12, mac: QTF1TD33601787ﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘ20230413165730.000000-240, uuid: 0E-8B-FD-5A-CC-E7	
[4/15/23 09:12AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:13AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/15/23 09:13AM] Picked up gr.Item Vote scroll, amount: 3	
[4/15/23 09:13AM] Has just redeemed a $1 Scroll successfully!	
[4/15/23 09:16AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:16AM] Picked up gr.Item Coin, amount: 600	
[4/15/23 09:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:16AM] Picked up gr.Item Coin, amount: 900	
[4/15/23 09:16AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 12:32PM] Login. ip: 142.127.182.12, mac: QTF1TD33601787ﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘ20230413165730.000000-240, uuid: 0E-8B-FD-5A-CC-E7	
[4/15/23 02:53PM] Login. ip: 142.127.182.12, mac: QTF1TD33601787ﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘﾘ20230413165730.000000-240, uuid: 0E-8B-FD-5A-CC-E7	
[4/15/23 02:59PM] Gave item in trade to Art. Id: 1265, amount: 1	
[4/15/23 03:02PM] Picked up gr.Item Coin, amount: 900	
[4/15/23 03:02PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 03:02PM] Picked up gr.Item Coin, amount: 900	
[4/15/23 03:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:02PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 03:02PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 03:03PM] Picked up gr.Item Coin, amount: 900	
[4/15/23 03:03PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 03:03PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 03:03PM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 03:07PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 03:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:08PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 03:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:08PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 03:08PM] Picked up gr.Item Lava bones, amount: 1	
