[4/20/23 05:51AM] Login. ip: 80.3.215.8, mac: , uuid: D8-CB-8A-EB-62-6C	
[4/20/23 05:51AM] (CC) Help. Said:  ty!	
[4/20/23 05:52AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 05:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 05:55AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 05:55AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 05:57AM] Picked up gr.Item $1 Scroll, amount: 10	
[4/20/23 05:57AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 05:58AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 05:58AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 05:58AM] (CC) Help. Said:  is it worth keeping the $ scrolls as a new player 	
[4/20/23 05:59AM] (CC) Help. Said:  so hold for skills 	
[4/20/23 06:00AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 06:00AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 06:00AM] GLOBAL_BOSS|2143,5015,4|Said: Is it worth keeping the $1 scrolls or sell off as a new playr	
[4/20/23 06:01AM] GLOBAL_BOSS|2143,5015,4|Said: Hm they worth?	
[4/20/23 06:02AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 06:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:02AM] (CC) Help. Said:  any collectors?	
[4/20/23 06:02AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 06:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:02AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 06:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:03AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 06:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:03AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 06:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:03AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 06:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:03AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 06:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:04AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 06:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:04AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 06:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:04AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:05AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:05AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:05AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:05AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:05AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:06AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:06AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:06AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:06AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:07AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:07AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:07AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:07AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:08AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:08AM] Receiving item from trade with Wr3ckedyou Id: 10025, amount: 1	
[4/20/23 06:10AM] Gave item in trade to Onlyfans. Id: 10946, amount: 21	
[4/20/23 06:10AM] Receiving item from trade with Onlyfans Id: 10835, amount: 1195000	
[4/20/23 06:10AM] DEFAULT|2223,3749,0|Said: Ty	
[4/20/23 06:11AM] Picked up gr.Item Starter Defender, amount: 1	
[4/20/23 06:11AM] Picked up gr.Item Blurite Katana, amount: 1	
[4/20/23 06:11AM] Picked up gr.Item Blurite Staff, amount: 1	
[4/20/23 06:11AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:12AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:12AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:12AM] (CC) Help. Said:  120 max?	
[4/20/23 06:12AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:12AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:12AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 06:13AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:13AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 06:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:13AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:14AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:14AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:14AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:14AM] (CC) Help. Said: Area progression or slayer?	
[4/20/23 06:14AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:15AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:15AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:15AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:16AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:16AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:16AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:17AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:17AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:17AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:18AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 06:18AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:19AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:19AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:19AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 06:21AM] Picked up gr.Item Coin, amount: 2384083	
[4/20/23 06:21AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 06:21AM] GLOBAL_BOSS|2139,5018,12|Said: Whats after this 	
[4/20/23 06:22AM] Picked up gr.Item Coin, amount: 3987668	
[4/20/23 06:22AM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 06:24AM] GLOBAL_BOSS|2139,5018,0|Said: Gl	
[4/20/23 06:24AM] Picked up gr.Item Lava bones, amount: 300	
[4/20/23 06:24AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/20/23 06:24AM] GLOBAL_BOSS|2139,5018,0|Said: G	
[4/20/23 06:24AM] GLOBAL_BOSS|2139,5018,0|Said: Z	
[4/20/23 06:25AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:25AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:25AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:26AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:26AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:26AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:26AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:26AM] Picked up gr.Item Coin, amount: 300	
[4/20/23 06:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:28AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 06:28AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 06:30AM] Picked up gr.Item Coin, amount: 2370915	
[4/20/23 06:30AM] Picked up gr.Item Lava bones, amount: 50	
[4/20/23 06:32AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:32AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:34AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 06:34AM] Picked up gr.Item Vote scroll, amount: 6	
[4/20/23 06:35AM] VBOSS|2980,2775,0|Said: Gl gl gl	
[4/20/23 06:36AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 06:36AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 06:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 06:39AM] Picked up gr.Item Coin, amount: 400	
[4/20/23 06:43AM] Picked up gr.Item Blurite Ring, amount: 1	
[4/20/23 06:49AM] (CC) Help. Said: After blurite do i do slayer or keep doing kc 	
[4/20/23 06:52AM] GLOBAL_BOSS|2141,5016,8|Said: Glgl	
[4/20/23 06:52AM] Picked up gr.Item Coin, amount: 1539189	
[4/20/23 06:52AM] Picked up gr.Item Lava bones, amount: 50	
[4/20/23 07:00AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/20/23 07:01AM] Picked up gr.Item Imperial helm, amount: 1	
[4/20/23 07:06AM] DEFAULT|2222,3759,0|Said: Anyone got a decent set up i can buy for 1200k and 13 $1 scrolls	
[4/20/23 07:09AM] (CC) Help. Said:  anyone got a decent weapon i can buy for 1200k 	
[4/20/23 07:10AM] DEFAULT|2222,3759,0|Said: Anyone got a decent weapon i can buy for 1200k 	
[4/20/23 07:10AM] DEFAULT|2222,3759,0|Said: Kinda accepted a slayer task i cant do with this gear xd	
[4/20/23 07:11AM] DEFAULT|2222,3759,0|Said: Where is pos	
[4/20/23 07:14AM] Player bought 8136 x 1 from 2147m's pos shop for 500000 Billions	
[4/20/23 07:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 07:15AM] Picked up gr.Item Coin, amount: 14000	
[4/20/23 07:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 07:15AM] Picked up gr.Item Coin, amount: 14000	
[4/20/23 07:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 07:17AM] Picked up gr.Item Coin, amount: 14000	
[4/20/23 07:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 07:17AM] Picked up gr.Item Coin, amount: 14000	
