[4/18/23 07:09PM] Login. ip: 69.201.66.166, mac: Default string20211106153527.000000-300, uuid: D8-BB-C1-47-15-06	
[4/18/23 07:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:11PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:12PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:12PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:12PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:12PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:12PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/18/23 07:12PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:13PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:13PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:13PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:14PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:14PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:14PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:14PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:14PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:15PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:15PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:15PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:15PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:15PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:16PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:16PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:16PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:16PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:16PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/18/23 07:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:17PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:17PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:17PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:17PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:17PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:17PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:17PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:18PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:18PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:18PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:18PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:18PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:19PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:19PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:19PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:22PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:22PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:22PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 07:22PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:22PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:22PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:22PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:23PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 07:23PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:23PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:24PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:24PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:24PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:24PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:24PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:25PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:25PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:25PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:25PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:25PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:25PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:27PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:27PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:27PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:27PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 07:27PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:27PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 07:27PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 07:27PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:28PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:28PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:28PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:28PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 07:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:28PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:29PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:29PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:29PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:29PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:29PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:29PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:30PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:30PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:30PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:30PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 07:30PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 07:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:31PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:31PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:31PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:31PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:31PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:31PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:31PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:32PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:32PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:32PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:32PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:32PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:32PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:33PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:33PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:33PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:33PM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/18/23 07:33PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 07:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:40PM] Picked up gr.Item Lava bones, amount: 4	
[4/18/23 07:40PM] Picked up gr.Item Coin, amount: 1200	
[4/18/23 07:40PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 07:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:40PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 07:40PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 07:41PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:41PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:41PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:41PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 07:42PM] Picked up gr.Item Blurite Box, amount: 1	
[4/18/23 07:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:43PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 07:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 07:43PM] Picked up gr.Item Coin, amount: 400	
[4/18/23 07:45PM] Picked up gr.Item Lava bones, amount: 5	
[4/18/23 07:45PM] Picked up gr.Item Coin, amount: 2000	
[4/18/23 07:45PM] Picked up gr.Item Coin, amount: 2000	
[4/18/23 07:45PM] Picked up gr.Item Lava bones, amount: 5	
[4/18/23 07:53PM] Picked up gr.Item Coin, amount: 2000	
