[4/16/23 09:30AM] Login. ip: 86.23.132.246, mac: Default string20210326003001.000000+000, uuid: D0-37-45-5E-D1-31	
[4/16/23 09:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 09:32AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 09:34AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 09:34AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 09:38AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 09:38AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 09:38AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 09:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 09:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 09:41AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 09:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 09:43AM] Picked up gr.Item Coin, amount: 800	
[4/16/23 09:43AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 09:43AM] Picked up gr.Item Lava bones, amount: 1	
