[4/15/23 06:51AM] Login. ip: 178.159.142.229, mac: Default string20201209125127.000000+060, uuid: B4-2E-99-67-AC-87	
[4/15/23 06:52AM] (CC) Help. Said: Hello all	
[4/15/23 06:53AM] (CC) Help. Said: Ty	
[4/15/23 06:54AM] (CC) Help. Said: Ty	
[4/15/23 06:55AM] (CC) Help. Said: Yay	
[4/15/23 07:03AM] (CC) Help. Said: Easiest way to obtain coll neck?	
[4/15/23 07:03AM] (CC) Help. Said: Ty	
[4/15/23 07:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:06AM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/15/23 07:06AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 07:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:06AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 07:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:06AM] PROGRESSION_ZONES|3030,10274,0|Said: Haha tarn	
[4/15/23 07:06AM] PROGRESSION_ZONES|3030,10274,0|Said: Similar names	
[4/15/23 07:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:07AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 07:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:07AM] PROGRESSION_ZONES|3030,10274,0|Said: :d	
[4/15/23 07:07AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 07:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:07AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 07:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:07AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 07:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:08AM] PROGRESSION_ZONES|3047,10275,4|Said: More ppl xd	
[4/15/23 07:08AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:08AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:08AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:08AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:08AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:08AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:09AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:09AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:09AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:09AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:09AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:09AM] (CC) Help. Said: U dont need repeat twice :d	
[4/15/23 07:10AM] Login. ip: 178.159.142.229, mac: Default string20201209125127.000000+060, uuid: B4-2E-99-67-AC-87	
[4/15/23 07:10AM] (CC) Help. Said: Gonna vote	
[4/15/23 07:10AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:10AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:10AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:10AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:11AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:11AM] (CC) Help. Said: What is max level?	
[4/15/23 07:11AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:11AM] (CC) Help. Said: Ty	
[4/15/23 07:11AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:11AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:12AM] Login. ip: 178.159.142.229, mac: Default string20201209125127.000000+060, uuid: B4-2E-99-67-AC-87	
[4/15/23 07:12AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:12AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:12AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:14AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:14AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:14AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:14AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:14AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:15AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:15AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:15AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:16AM] Picked up gr.Item Blurite Helm, amount: 1	
[4/15/23 07:16AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:16AM] Picked up gr.Item Blurite Helm, amount: 1	
[4/15/23 07:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:16AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:16AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:16AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:17AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:17AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:17AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:17AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:17AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:17AM] Player dropping item: Vial, amount: 1	
[4/15/23 07:18AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:18AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:18AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:18AM] Picked up gr.Item Vial, amount: 1	
[4/15/23 07:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:18AM] Player dropping item: Vial, amount: 1	
[4/15/23 07:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:18AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:18AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:19AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:21AM] (CC) Help. Said: Gratz	
[4/15/23 07:22AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:22AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:22AM] Picked up gr.Item Coin, amount: 300	
[4/15/23 07:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:24AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:24AM] (CC) Help. Said: /ahh ty	
[4/15/23 07:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:24AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:25AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:25AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:25AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:25AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:25AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:26AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:26AM] PROGRESSION_ZONES|3030,10277,12|Said: This server nice	
[4/15/23 07:26AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:26AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:26AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:26AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:27AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:27AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:27AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:27AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:27AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:27AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:28AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:28AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:28AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:28AM] Picked up gr.Item Blurite Box, amount: 1	
[4/15/23 07:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:28AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:28AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:29AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:29AM] (CC) Help. Said: What can i do with junk?	
[4/15/23 07:29AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:29AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:29AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:29AM] (CC) Help. Said: Ohhh ty	
[4/15/23 07:29AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:30AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:30AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:30AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:30AM] Picked up gr.Item Blurite Box, amount: 1	
[4/15/23 07:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:30AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:30AM] Picked up gr.Item Blurite Cape, amount: 1	
[4/15/23 07:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:30AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:31AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:31AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:31AM] Picked up gr.Item Coin, amount: 400	
[4/15/23 07:31AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:31AM] (CC) Help. Said: Nice rank wal	
[4/15/23 07:31AM] (CC) Help. Said: Walk	
[4/15/23 07:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:31AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:32AM] PROGRESSION_ZONES|3035,10270,16|Said: Yo	
[4/15/23 07:32AM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/15/23 07:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:32AM] Picked up gr.Item Lava bones, amount: 1	
