[4/16/23 05:16AM] Login. ip: 149.86.46.131, mac: 20211225101719.000000+000, uuid: 40-74-E0-9F-68-08	
[4/16/23 05:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:23AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 05:23AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:23AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 05:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:24AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 05:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:25AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 05:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:25AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 05:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:25AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 05:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:26AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 05:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:26AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 05:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:26AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 05:26AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:26AM] Player dropping item: Starter Helm, amount: 1	
[4/16/23 05:27AM] Player dropping item: Starter Body, amount: 1	
[4/16/23 05:27AM] Player dropping item: Starter Legs, amount: 1	
[4/16/23 05:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:27AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 05:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:27AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 05:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:28AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:28AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 05:28AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:28AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:28AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 05:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:29AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 05:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:29AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 05:29AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:29AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 05:29AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:29AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:29AM] Player dropping item: Starter Cape, amount: 1	
[4/16/23 05:29AM] Player dropping item: Starter Boots, amount: 1	
[4/16/23 05:29AM] Player dropping item: Starter Gloves, amount: 1	
[4/16/23 05:30AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 05:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:30AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 05:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:30AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 05:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:30AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 05:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:31AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 05:31AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:31AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 05:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:31AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 05:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:31AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 05:31AM] Picked up gr.Item Lava bones, amount: 1	
