[4/20/23 10:33PM] Login. ip: 64.231.146.235, mac: NXGVWAA00384110079760020210425024057.000000-300, uuid: 12-F4-8D-83-5C-93	
[4/20/23 10:35PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 10:35PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 10:36PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 10:36PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:36PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:36PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:36PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 10:36PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:36PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 10:36PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 10:37PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 10:37PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:37PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 10:37PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 10:37PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 10:38PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 10:38PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 10:38PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 10:38PM] Player dropping item: Starter Legs, amount: 1	
[4/20/23 10:38PM] Player dropping item: Starter Body, amount: 1	
[4/20/23 10:38PM] Player dropping item: Starter Helm, amount: 1	
[4/20/23 10:38PM] Picked up gr.Item Starter Legs, amount: 1	
[4/20/23 10:38PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:38PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 10:38PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:38PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 10:38PM] Player dropping item: Starter Legs, amount: 1	
[4/20/23 10:38PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 10:38PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:39PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 10:39PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 10:39PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 10:40PM] Picked up gr.Item Lava bones, amount: 3	
