[4/22/23 06:43AM] Login. ip: 73.159.37.200, mac: Default string20230225090022.000000-300, uuid: D8-5E-D3-83-D1-81	
[4/22/23 06:44AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:44AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:45AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:45AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:45AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:45AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:46AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:46AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:46AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:46AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:46AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/22/23 06:46AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:47AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:47AM] Picked up gr.Item Coin, amount: 400	
[4/22/23 06:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:48AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:48AM] Picked up gr.Item Coin, amount: 400	
[4/22/23 06:48AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 06:48AM] Picked up gr.Item Blurite Cape, amount: 1	
[4/22/23 06:49AM] Picked up gr.Item Coin, amount: 400	
[4/22/23 06:49AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 06:49AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:49AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:49AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:49AM] Picked up gr.Item Blurite Box, amount: 1	
[4/22/23 06:49AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:49AM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/22/23 06:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:50AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:50AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:50AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:50AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:51AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:51AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:51AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:51AM] Picked up gr.Item Coin, amount: 400	
[4/22/23 06:51AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 06:53AM] Picked up gr.Item Coin, amount: 1800	
[4/22/23 06:53AM] Picked up gr.Item Lava bones, amount: 6	
[4/22/23 06:53AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:53AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:54AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:54AM] Picked up gr.Item Coin, amount: 1800	
[4/22/23 06:54AM] Picked up gr.Item Lava bones, amount: 6	
[4/22/23 06:55AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:55AM] Picked up gr.Item Blurite Body, amount: 1	
[4/22/23 06:55AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:55AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:56AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:56AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:56AM] Picked up gr.Item Coin, amount: 600	
[4/22/23 06:56AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 06:57AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:57AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:57AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 06:57AM] Picked up gr.Item Coin, amount: 600	
[4/22/23 06:58AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 06:58AM] Picked up gr.Item Coin, amount: 600	
[4/22/23 06:58AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:58AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 06:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:59AM] Picked up gr.Item Coin, amount: 400	
[4/22/23 06:59AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 07:00AM] Picked up gr.Item Coin, amount: 1200	
[4/22/23 07:00AM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 07:00AM] Picked up gr.Item Coin, amount: 400	
[4/22/23 07:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 08:49AM] Login. ip: 73.159.37.200, mac: Default string20230225090022.000000-300, uuid: D8-5E-D3-83-D1-81	
[4/23/23 09:03AM] Picked up gr.Item Coin, amount: 800	
[4/23/23 09:03AM] Picked up gr.Item Lava bones, amount: 2	
[4/23/23 09:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:04AM] Picked up gr.Item Coin, amount: 400	
[4/23/23 09:04AM] Picked up gr.Item Coin, amount: 400	
[4/23/23 09:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:04AM] Picked up gr.Item Coin, amount: 400	
[4/23/23 09:04AM] Picked up gr.Item Coin, amount: 400	
[4/23/23 09:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:04AM] Picked up gr.Item Coin, amount: 400	
[4/23/23 09:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:04AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/23/23 09:04AM] Picked up gr.Item Coin, amount: 400	
[4/23/23 09:04AM] Picked up gr.Item Coin, amount: 400	
[4/23/23 09:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:07AM] Picked up gr.Item Coin, amount: 800	
[4/23/23 09:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/23/23 09:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:07AM] Picked up gr.Item Coin, amount: 400	
[4/23/23 09:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:07AM] Picked up gr.Item Coin, amount: 400	
