[4/20/23 12:30AM] Login. ip: 71.162.186.204, mac: 5CD010BF3F20211229170453.000000-300, uuid: C2-E4-34-DD-A7-6F	
[4/20/23 12:31AM] Login. ip: 71.162.186.204, mac: 5CD010BF3F20211229170453.000000-300, uuid: C2-E4-34-DD-A7-6F	
[4/20/23 12:32AM] Login. ip: 71.162.186.204, mac: 5CD010BF3F20211229170453.000000-300, uuid: C2-E4-34-DD-A7-6F	
[4/20/23 12:34AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 12:34AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 12:35AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:35AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:36AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 12:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:36AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 12:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 12:36AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 12:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:37AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 12:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:37AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 12:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:37AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 12:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:37AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 12:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:38AM] Picked up gr.Item Coin, amount: 100	
[4/20/23 12:38AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 12:38AM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/20/23 12:38AM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/20/23 12:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:38AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 12:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:39AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 12:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:39AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 12:39AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 12:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:40AM] Picked up gr.Item Coin, amount: 200	
[4/20/23 12:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 12:40AM] Picked up gr.Item Coin, amount: 200	
