[4/19/23 08:17PM] Login. ip: 108.237.236.116, mac: PF1S0KZW20220507132705.000000-300, uuid: AA-39-26-20-10-08	
[4/19/23 08:18PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 08:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:19PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 08:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:19PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 08:19PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 08:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:19PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 08:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:19PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 08:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:19PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 08:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:20PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 08:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:20PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 08:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:20PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 08:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:21PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:21PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:22PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:22PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:22PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:22PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:22PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:23PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:23PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:23PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:23PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:23PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/19/23 08:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:24PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:24PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:24PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:24PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:24PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:25PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:25PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:26PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:26PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 08:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:26PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 08:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:26PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 08:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:26PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 08:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:27PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 08:27PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 08:27PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:27PM] Picked up gr.Item Coin, amount: 600	
[4/19/23 08:27PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 08:28PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 08:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:28PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 08:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:29PM] Picked up gr.Item Coin, amount: 1200	
[4/19/23 08:29PM] Picked up gr.Item Lava bones, amount: 4	
[4/19/23 08:29PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 08:29PM] Picked up gr.Item Lava bones, amount: 3	
[4/19/23 08:29PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 08:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:29PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 08:29PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 08:29PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 08:29PM] Picked up gr.Item Lava bones, amount: 1	
