[4/22/23 06:13PM] Login. ip: 96.55.200.64, mac: Default string20210918070619.000000-480, uuid: 80-32-53-A7-3C-36	
[4/22/23 06:15PM] (CC) Help. Said: What are vet xp rates?	
[4/22/23 06:15PM] (CC) Help. Said: Anyone know the rate?	
[4/22/23 06:17PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 06:17PM] PROGRESSION_ZONES|3037,10277,0|Said: ""commands	
[4/22/23 06:19PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:19PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:19PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:19PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 06:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:21PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 06:21PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 06:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 06:24PM] Picked up gr.Item Coin, amount: 400	
[4/22/23 06:24PM] Picked up gr.Item Lava bones, amount: 7	
[4/22/23 06:25PM] Picked up gr.Item Coin, amount: 600	
[4/22/23 06:25PM] Picked up gr.Item Lava bones, amount: 6	
[4/22/23 06:25PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:26PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 06:27PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 06:27PM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 06:28PM] Picked up gr.Item Coin, amount: 600	
[4/22/23 06:28PM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 06:29PM] Picked up gr.Item Coin, amount: 400	
[4/22/23 06:29PM] Picked up gr.Item Lava bones, amount: 6	
[4/22/23 06:33PM] GLOBAL_BOSS|2139,5018,12|Said: Eigar	
[4/22/23 06:34PM] GLOBAL_BOSS|2139,5018,8|Said: Gl	
[4/22/23 06:34PM] Picked up gr.Item Lava bones, amount: 50	
[4/22/23 06:35PM] Picked up gr.Item Coin, amount: 3538365	
[4/22/23 06:35PM] Picked up gr.Item Lava bones, amount: 80	
[4/22/23 06:36PM] Picked up gr.Item Coin, amount: 1200	
[4/22/23 06:36PM] Picked up gr.Item Lava bones, amount: 6	
[4/23/23 09:13PM] Login. ip: 96.55.200.64, mac: Default string20210918070619.000000-480, uuid: 80-32-53-A7-3C-36	
[4/23/23 09:14PM] Picked up gr.Item Coin, amount: 1500	
[4/23/23 09:14PM] Player dropping item: Starter Amulet, amount: 1	
[4/23/23 09:14PM] Player dropping item: Starter Ring, amount: 1	
[4/23/23 09:14PM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/23/23 09:14PM] Picked up gr.Item Lava bones, amount: 5	
[4/23/23 09:14PM] Picked up gr.Item Coin, amount: 600	
[4/23/23 09:14PM] Picked up gr.Item Lava bones, amount: 2	
[4/23/23 09:15PM] Picked up gr.Item Coin, amount: 600	
[4/23/23 09:15PM] Picked up gr.Item Lava bones, amount: 2	
[4/23/23 09:15PM] Picked up gr.Item Lava bones, amount: 4	
[4/23/23 09:25PM] Picked up gr.Item Coin, amount: 1600	
[4/23/23 09:25PM] Picked up gr.Item Lava bones, amount: 5	
[4/23/23 09:25PM] Picked up gr.Item Blurite Helm, amount: 1	
[4/23/23 09:25PM] Picked up gr.Item Coin, amount: 1200	
[4/23/23 09:25PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/23/23 09:25PM] Picked up gr.Item Blurite Body, amount: 1	
[4/23/23 09:26PM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/23/23 09:26PM] Picked up gr.Item Coin, amount: 1200	
[4/23/23 09:26PM] Picked up gr.Item Lava bones, amount: 3	
[4/23/23 09:26PM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/23/23 09:26PM] Picked up gr.Item Blurite Box, amount: 1	
[4/23/23 09:27PM] Picked up gr.Item Blurite Box, amount: 1	
[4/23/23 09:27PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/23/23 09:28PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/23/23 09:29PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/23/23 09:30PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/23/23 09:30PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/23/23 09:31PM] Picked up gr.Item Blurite Cape, amount: 1	
[4/23/23 09:33PM] Picked up gr.Item Coin, amount: 1926082	
[4/23/23 09:33PM] Picked up gr.Item Lava bones, amount: 25	
[4/23/23 09:44PM] Picked up gr.Item Blurite Cape, amount: 1	
[4/23/23 09:44PM] Picked up gr.Item Lava bones, amount: 3	
[4/23/23 09:44PM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 09:44PM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/23/23 09:44PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/23/23 09:44PM] Picked up gr.Item Lava bones, amount: 8	
[4/23/23 09:44PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/24/23 09:05PM] Picked up gr.Item Imperial body, amount: 1	
[4/25/23 09:52PM] Login. ip: 96.55.200.64, mac: Default string20210918070619.000000-480, uuid: 80-32-53-A7-3C-36	
[4/25/23 09:56PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/25/23 10:03PM] Picked up gr.Item Coin, amount: 1438363	
[4/25/23 10:03PM] Picked up gr.Item Lava bones, amount: 25	
[4/25/23 10:15PM] DEFAULT|2236,3745,0|Said: :shops	
[4/25/23 10:33PM] Picked up gr.Item Coin, amount: 2455862	
[4/25/23 10:33PM] Picked up gr.Item Lava bones, amount: 25	
[4/25/23 10:33PM] Picked up gr.Item Revenant whip, amount: 1	
[4/25/23 10:33PM] Picked up gr.Item Revenant Boots, amount: 1	
[4/25/23 10:34PM] Picked up gr.Item Coin, amount: 2853314	
[4/25/23 10:34PM] Picked up gr.Item Lava bones, amount: 40	
