[4/21/23 03:23AM] Login. ip: 193.71.148.253, mac: 2035001620230316185655.000000+060, uuid: 88-D8-2E-E5-0A-34	
[4/21/23 03:24AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:24AM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 03:25AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 03:26AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:26AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:27AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:27AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 03:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:28AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:28AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:28AM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 03:32AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:32AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 03:35AM] Picked up gr.Item Coin, amount: 2381986	
[4/21/23 03:35AM] Picked up gr.Item Lava bones, amount: 50	
[4/21/23 03:36AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:36AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 03:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 03:37AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 03:37AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 03:37AM] Picked up gr.Item Lava bones, amount: 1	
