[4/18/23 09:56AM] Login. ip: 94.193.44.248, mac: 20200824230900.000000+000, uuid: 88-D7-F6-C4-EC-96	
[4/18/23 09:59AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 09:59AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:00AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 10:00AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 10:01AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 10:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:03AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 10:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:04AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 10:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:05AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 10:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:06AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 10:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 10:07AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 10:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:08AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 10:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:08AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 10:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:09AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:10AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:11AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 10:11AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:12AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:12AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:13AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:14AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:14AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 10:16AM] Picked up gr.Item Blurite Boots, amount: 1	
[4/18/23 10:16AM] Picked up gr.Item Blurite Boots, amount: 1	
[4/18/23 10:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:16AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:17AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:19AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 10:21AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:21AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 10:22AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:22AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 10:25AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 10:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 10:29AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 10:29AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 10:30AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 10:30AM] Picked up gr.Item Lava bones, amount: 1	
