[4/16/23 12:53AM] Login. ip: 88.223.153.16, mac: To Be Filled By O.E.M.20220617003720.000000+120, uuid: 00-FF-2E-24-10-FA	
[4/16/23 12:55AM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 12:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:57AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 12:57AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:59AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:59AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:00AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:01AM] Player dropping item: Starter Body, amount: 1	
[4/16/23 01:01AM] Player dropping item: Starter Helm, amount: 1	
[4/16/23 01:01AM] Player dropping item: Starter Legs, amount: 1	
[4/16/23 01:02AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:03AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:04AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 01:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 01:10AM] Player dropping item: Starter Cape, amount: 1	
[4/16/23 01:10AM] Player dropping item: Starter Boots, amount: 1	
