[4/18/23 01:49AM] Login. ip: 101.118.205.68, mac: 20230205161047.000000+480, uuid: 10-7B-44-F1-48-8C	
[4/18/23 01:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 01:55AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 01:56AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 01:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 01:58AM] Login. ip: 101.118.205.68, mac: 20230205161047.000000+480, uuid: 10-7B-44-F1-48-8C	
[4/18/23 02:00AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 02:00AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:01AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 02:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:02AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 02:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:03AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 02:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:05AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 02:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:05AM] Picked up gr.Item Coin, amount: 100	
[4/18/23 02:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:06AM] PROGRESSION_ZONES|3049,10268,0|Said: ;;train	
[4/18/23 02:06AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:08AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:09AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:09AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:09AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:10AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:11AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:11AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:12AM] Picked up gr.Item Coin, amount: 2071892	
[4/18/23 02:12AM] Picked up gr.Item Lava bones, amount: 25	
[4/18/23 02:13AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:13AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:13AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:13AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:13AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:14AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:14AM] Picked up gr.Item Blurite Box, amount: 1	
[4/18/23 02:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:15AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:16AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:17AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:17AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:18AM] Picked up gr.Item Coin, amount: 200	
[4/18/23 02:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:20AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:20AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:21AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:25AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:25AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:26AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:31AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:31AM] Player dropping item: Vial, amount: 1	
[4/18/23 02:31AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:31AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:32AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:32AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:32AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:32AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:32AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:33AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:33AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:33AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:33AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:33AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:33AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:33AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:33AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:33AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:33AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:34AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:34AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:34AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:34AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:34AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:34AM] Picked up gr.Item Coin, amount: 300	
[4/18/23 02:34AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:36AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:36AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:36AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:36AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:36AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:37AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/18/23 02:37AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/18/23 02:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:37AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:37AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:37AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:37AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:37AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:38AM] Picked up gr.Item Blurite Cape, amount: 1	
[4/18/23 02:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:38AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:38AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:38AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:38AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:38AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:38AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:38AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:39AM] Picked up gr.Item Lava bones, amount: 9	
[4/18/23 02:39AM] Picked up gr.Item Coin, amount: 1200	
[4/18/23 02:39AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:39AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:39AM] Picked up gr.Item Lava bones, amount: 4	
[4/18/23 02:39AM] Picked up gr.Item Coin, amount: 800	
[4/18/23 02:39AM] Picked up gr.Item Coin, amount: 800	
[4/18/23 02:39AM] Picked up gr.Item Lava bones, amount: 3	
[4/18/23 02:40AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:40AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/18/23 02:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:40AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:40AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:40AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:41AM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 02:41AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:41AM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 02:41AM] Picked up gr.Item Coin, amount: 400	
[4/18/23 02:41AM] Picked up gr.Item Coin, amount: 2164088	
