[4/18/23 08:19PM] Login. ip: 42.60.77.72, mac: 20200916005640.000000+480, uuid: 52-3E-AA-29-A6-90	
[4/18/23 08:20PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 08:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 08:21PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 08:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 08:21PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 08:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 08:21PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 08:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 08:22PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 08:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 08:22PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 08:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 08:22PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 08:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 08:24PM] Player dropping item: Starter Blade, amount: 1	
[4/18/23 08:26PM] Player dropping item: Starter Cape, amount: 1	
[4/18/23 08:26PM] Player dropping item: Starter Gloves, amount: 1	
[4/18/23 08:26PM] Player dropping item: Starter Boots, amount: 1	
[4/18/23 08:26PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 08:27PM] Player dropping item: Starter Helm, amount: 1	
[4/18/23 08:27PM] Player dropping item: Starter Body, amount: 1	
[4/18/23 08:27PM] Player dropping item: Starter Legs, amount: 1	
[4/18/23 08:27PM] Player dropping item: Starter Cannon, amount: 1	
[4/18/23 08:30PM] Player dropping item: Starter Ring, amount: 1	
[4/18/23 08:30PM] Player dropping item: Starter Amulet, amount: 1	
[4/18/23 08:31PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 08:34PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/18/23 08:36PM] Player dropping item: Blurite Boots, amount: 1	
[4/18/23 08:37PM] Player dropping item: Blurite Bow, amount: 1	
[4/18/23 08:37PM] Player dropping item: Blurite Staff, amount: 1	
[4/18/23 08:38PM] Picked up gr.Item Blurite Staff, amount: 1	
[4/18/23 08:38PM] Picked up gr.Item Blurite Bow, amount: 1	
[4/18/23 08:39PM] Picked up gr.Item Blurite Body, amount: 1	
[4/18/23 08:43PM] Picked up gr.Item Coin, amount: 1181618	
[4/18/23 08:43PM] Picked up gr.Item Lava bones, amount: 25	
[4/18/23 08:46PM] Login. ip: 42.60.77.72, mac: 20200916005640.000000+480, uuid: 52-3E-AA-29-A6-90	
[4/18/23 08:49PM] (CC) Help. Said: How i tele to monsters? the tele at my spellbook not working	
[4/18/23 08:49PM] (CC) Help. Said: Oh tyty	
[4/18/23 08:50PM] Picked up gr.Item Coin, amount: 1200	
[4/18/23 08:51PM] Picked up gr.Item Coin, amount: 2400	
[4/18/23 08:51PM] Picked up gr.Item Coin, amount: 1200	
[4/18/23 08:51PM] Picked up gr.Item Coin, amount: 600	
[4/18/23 08:51PM] Picked up gr.Item Coin, amount: 600	
[4/18/23 08:51PM] Picked up gr.Item Coin, amount: 600	
[4/18/23 08:51PM] Picked up gr.Item Coin, amount: 600	
[4/18/23 08:51PM] Picked up gr.Item Coin, amount: 600	
[4/18/23 08:51PM] Picked up gr.Item Coin, amount: 600	
[4/18/23 08:51PM] Picked up gr.Item Coin, amount: 600	
[4/18/23 08:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 08:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 08:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 08:55PM] (CC) Help. Said: Fastest way to get collector item?	
[4/18/23 08:55PM] Picked up gr.Item Coin, amount: 1400	
[4/18/23 08:55PM] Picked up gr.Item Coin, amount: 1400	
[4/18/23 08:55PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/18/23 08:58PM] Picked up gr.Item Imperial body, amount: 1	
[4/18/23 08:58PM] Picked up gr.Item Coin, amount: 2800	
[4/18/23 08:58PM] Picked up gr.Item Coin, amount: 2100	
[4/18/23 08:58PM] Picked up gr.Item Coin, amount: 700	
[4/18/23 08:58PM] Picked up gr.Item Coin, amount: 700	
[4/18/23 08:59PM] Picked up gr.Item Coin, amount: 700	
[4/18/23 08:59PM] Picked up gr.Item Lava bones, amount: 3	
[4/18/23 08:59PM] Picked up gr.Item Coin, amount: 700	
[4/18/23 08:59PM] Picked up gr.Item Coin, amount: 2100	
[4/18/23 08:59PM] Picked up gr.Item Coin, amount: 1400	
[4/18/23 08:59PM] Picked up gr.Item Coin, amount: 700	
[4/18/23 08:59PM] Picked up gr.Item Coin, amount: 2100	
[4/18/23 08:59PM] Picked up gr.Item Coin, amount: 2100	
[4/18/23 08:59PM] Picked up gr.Item Coin, amount: 1400	
[4/18/23 09:05PM] Picked up gr.Item Coin, amount: 1400	
[4/18/23 09:05PM] Picked up gr.Item Coin, amount: 1400	
[4/18/23 09:05PM] Picked up gr.Item Coin, amount: 1400	
[4/18/23 09:05PM] Picked up gr.Item Coin, amount: 1400	
[4/18/23 09:05PM] Picked up gr.Item Coin, amount: 700	
[4/18/23 09:05PM] Picked up gr.Item Coin, amount: 700	
[4/18/23 09:05PM] Picked up gr.Item Coin, amount: 700	
[4/18/23 09:06PM] Picked up gr.Item Coin, amount: 2400	
[4/18/23 09:06PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 2400	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 2400	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 1600	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 1600	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:07PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:08PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:08PM] Picked up gr.Item Coin, amount: 1600	
[4/18/23 09:08PM] Picked up gr.Item Coin, amount: 1600	
[4/18/23 09:08PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:08PM] Picked up gr.Item Imperial body, amount: 1	
[4/18/23 09:08PM] Picked up gr.Item Coin, amount: 1600	
[4/18/23 09:08PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:08PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:08PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:08PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:09PM] Picked up gr.Item Coin, amount: 4800	
[4/18/23 09:09PM] Picked up gr.Item Coin, amount: 3200	
[4/18/23 09:09PM] Picked up gr.Item Coin, amount: 2400	
[4/18/23 09:09PM] Picked up gr.Item Coin, amount: 1600	
[4/18/23 09:10PM] Picked up gr.Item Coin, amount: 1600	
[4/18/23 09:10PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:10PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:10PM] Picked up gr.Item Coin, amount: 1600	
[4/18/23 09:10PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:10PM] Picked up gr.Item Coin, amount: 2400	
[4/18/23 09:10PM] Picked up gr.Item Coin, amount: 1600	
[4/18/23 09:10PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:11PM] Picked up gr.Item Coin, amount: 1600	
[4/18/23 09:11PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:11PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:11PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:11PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:11PM] Picked up gr.Item Coin, amount: 1600	
[4/18/23 09:11PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:11PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:12PM] (CC) Help. Said: What does it mean if an item has a purple or blue glow on them	
[4/18/23 09:13PM] Picked up gr.Item Coin, amount: 800	
[4/18/23 09:13PM] (CC) Help. Said: Ahh	
[4/18/23 09:14PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:14PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:14PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:14PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:14PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:14PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:14PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:14PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:15PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:15PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:15PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:15PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:15PM] Picked up gr.Item Coin, amount: 1800	
[4/18/23 09:15PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:16PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:16PM] Picked up gr.Item Coin, amount: 1800	
[4/18/23 09:16PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:16PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:16PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:16PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:16PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:16PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:16PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:16PM] Picked up gr.Item Coin, amount: 1800	
[4/18/23 09:17PM] Picked up gr.Item Imperial boots, amount: 1	
[4/18/23 09:17PM] Picked up gr.Item Coin, amount: 2700	
[4/18/23 09:18PM] Picked up gr.Item Coin, amount: 1800	
[4/18/23 09:19PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/18/23 09:19PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:19PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:19PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:19PM] Picked up gr.Item Coin, amount: 3600	
[4/18/23 09:19PM] Picked up gr.Item Coin, amount: 1800	
[4/18/23 09:19PM] Picked up gr.Item Coin, amount: 900	
[4/18/23 09:21PM] Picked up gr.Item Coin, amount: 5400	
