[4/15/23 02:00AM] Login. ip: 82.26.27.74, mac: Default string20220606210116.000000+000, uuid: D0-37-45-80-7E-AD	
[4/15/23 02:02AM] Login. ip: 82.26.27.74, mac: Default string20220606210116.000000+000, uuid: D0-37-45-80-7E-AD	
[4/15/23 02:04AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:04AM] (CC) Help. Said: Ah here we go again :p	
[4/15/23 02:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:07AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 02:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:09AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 02:09AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:22AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 02:22AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 02:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:23AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 02:23AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:23AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 02:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:24AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:24AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:24AM] (CC) Help. Said: Any ref yet?	
[4/15/23 02:24AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:25AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:26AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:26AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:27AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:27AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:28AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:28AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:28AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:30AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:30AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:30AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:31AM] (CC) Help. Said: Nice	
[4/15/23 02:31AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:32AM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/15/23 02:32AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 02:32AM] Picked up gr.Item Coin, amount: 900	
[4/15/23 02:32AM] Picked up gr.Item Lava bones, amount: 2	
