[4/16/23 02:54AM] Login. ip: 86.58.78.117, mac: Default string20211026222648.000000+060, uuid: 4C-CC-6A-D8-0F-BA	
[4/16/23 02:54AM] (CC) Help. Said: Ty	
[4/16/23 02:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:00AM] Picked up gr.Item Blurite Helm, amount: 1	
[4/16/23 03:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:16AM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 03:18AM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 03:18AM] Picked up gr.Item Imperial body, amount: 1	
[4/16/23 03:27AM] Picked up gr.Item Lava bones, amount: 100	
[4/16/23 03:28AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/16/23 03:28AM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 04:42AM] VBOSS|2980,2771,0|Said: Gl	
[4/16/23 04:43AM] Picked up gr.Item Vote scroll, amount: 3	
[4/16/23 04:43AM] Picked up gr.Item $1 Scroll, amount: 10	
[4/16/23 04:43AM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 04:47AM] Picked up gr.Item Coin, amount: 1061792	
[4/16/23 04:47AM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 04:48AM] Picked up gr.Item Lava bones, amount: 40	
[4/16/23 04:49AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 04:49AM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 04:51AM] Picked up gr.Item Imperial helm, amount: 1	
[4/16/23 04:52AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/16/23 04:56AM] Picked up gr.Item Imperial helm, amount: 1	
[4/16/23 04:56AM] Picked up gr.Item Imperial helm, amount: 1	
[4/16/23 04:57AM] Picked up gr.Item Coin, amount: 800	
[4/16/23 04:57AM] Picked up gr.Item Imperial helm, amount: 1	
[4/16/23 04:57AM] Picked up gr.Item Imperial helm, amount: 1	
[4/16/23 04:57AM] Picked up gr.Item Coin, amount: 800	
[4/16/23 04:59AM] Picked up gr.Item Imperial boots, amount: 1	
[4/16/23 05:00AM] Picked up gr.Item Coin, amount: 1927205	
[4/16/23 05:00AM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 05:02AM] Picked up gr.Item Imperial body, amount: 1	
[4/16/23 05:05AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 05:09AM] Picked up gr.Item Revenant Helm, amount: 1	
[4/16/23 05:10AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:10AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:11AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:14AM] Picked up gr.Item Revenant whip, amount: 1	
[4/16/23 05:14AM] Picked up gr.Item Revenant whip, amount: 1	
[4/16/23 05:15AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:16AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:16AM] Picked up gr.Item Coin, amount: 2000	
