[4/15/23 03:15PM] Login. ip: 81.79.238.75, mac: 143333502520210227014929.000000+000, uuid: 4C-ED-FB-CA-CE-03	
[4/15/23 03:16PM] (CC) Help. Said: Ty	
[4/15/23 03:17PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:18PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:18PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:18PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:19PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:19PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:19PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:19PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:19PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:19PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:19PM] Player dropping item: Starter Body, amount: 1	
[4/15/23 03:19PM] Player dropping item: Starter Helm, amount: 1	
[4/15/23 03:19PM] Player dropping item: Starter Legs, amount: 1	
[4/15/23 03:20PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:20PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:20PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:20PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:20PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:20PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:20PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:21PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:21PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:21PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:21PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:21PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:21PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:21PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:21PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:21PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:22PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:22PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 03:22PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:22PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:22PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:22PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 03:22PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 03:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:22PM] Player dropping item: Starter Boots, amount: 1	
[4/15/23 03:22PM] Player dropping item: Starter Cape, amount: 1	
[4/15/23 03:22PM] Player dropping item: Starter Gloves, amount: 1	
[4/15/23 03:23PM] Picked up gr.Item Coin, amount: 300	
