[4/21/23 07:28AM] Login. ip: 73.237.207.106, mac: Default string20230221083745.000000-300, uuid: D8-5E-D3-81-86-8B	
[4/21/23 07:32AM] Login. ip: 73.237.207.106, mac: Default string20230221083745.000000-300, uuid: D8-5E-D3-81-86-8B	
[4/21/23 07:33AM] (CC) Help. Said:  ayeee there we go	
[4/21/23 07:34AM] (CC) Help. Said:  now i need to create my afk	
[4/21/23 07:35AM] Picked up gr.Item Coin, amount: 2520057	
[4/21/23 07:35AM] Picked up gr.Item Lava bones, amount: 40	
[4/21/23 07:38AM] DEFAULT|2221,3741,0|Said: My bad	
[4/21/23 07:45AM] PROGRESSION_ZONES|3037,10279,0|Said: I'm veteran lmfao	
[4/21/23 07:46AM] Receiving item from trade with Mustikas Id: 23144, amount: 1	
[4/21/23 07:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 07:46AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 07:46AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 07:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 07:47AM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 07:47AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 07:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 07:47AM] (CC) Help. Said:  question if i want to be lazy, and not have to pickup shit what do i need	
[4/21/23 07:47AM] (CC) Help. Said:  what's the collectors neck equivalent in this game	
[4/21/23 07:47AM] (CC) Help. Said:  oh nvm	
[4/21/23 07:47AM] Receiving item from trade with Mustikas Id: 22127, amount: 1	
[4/21/23 07:47AM] Receiving item from trade with Mustikas Id: 15645, amount: 1	
[4/21/23 07:47AM] Receiving item from trade with Mustikas Id: 8805, amount: 1	
[4/21/23 07:47AM] Receiving item from trade with Mustikas Id: 21069, amount: 1	
[4/21/23 07:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 07:48AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 07:48AM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 07:48AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 07:48AM] PROGRESSION_ZONES|3045,10275,0|Said: Okay	
[4/21/23 07:48AM] PROGRESSION_ZONES|3045,10275,0|Said: I need a collection neck	
[4/21/23 07:48AM] PROGRESSION_ZONES|3045,10275,0|Said: Lmfao	
[4/21/23 07:48AM] PROGRESSION_ZONES|3045,10275,0|Said: How much is that	
[4/21/23 07:48AM] PROGRESSION_ZONES|3045,10275,0|Said: ?	
[4/21/23 07:50AM] PROGRESSION_ZONES|3040,10277,0|Said: I got a lot of shit	
[4/21/23 07:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 07:51AM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 07:51AM] PROGRESSION_ZONES|3041,10275,0|Said: Brb	
[4/21/23 07:51AM] PROGRESSION_ZONES|3041,10275,0|Said: Need bank	
[4/21/23 07:51AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 07:51AM] Picked up gr.Item Coin, amount: 100	
[4/21/23 08:01AM] Picked up gr.Item Coin, amount: 400	
[4/21/23 08:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 08:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 08:01AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 08:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 08:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 08:02AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 08:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 08:03AM] Picked up gr.Item Lava bones, amount: 4	
[4/21/23 08:03AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 08:03AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 08:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 08:03AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 08:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 08:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 08:03AM] Picked up gr.Item Coin, amount: 200	
[4/21/23 08:04AM] Picked up gr.Item Lava bones, amount: 3	
[4/21/23 08:04AM] Picked up gr.Item Coin, amount: 400	
