[4/15/23 08:54AM] Login. ip: 184.145.188.101, mac: Default string20220106185013.000000-300, uuid: D8-BB-C1-4C-96-03	
[4/15/23 08:55AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:55AM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 08:56AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:56AM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/15/23 08:56AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:56AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:56AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:56AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:56AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:57AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:57AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:57AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:57AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:57AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:58AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:58AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:00AM] Picked up gr.Item Coin, amount: 1835326	
[4/15/23 09:00AM] Picked up gr.Item Lava bones, amount: 25	
[4/15/23 09:02AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:02AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:02AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:02AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:02AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:03AM] Picked up gr.Item Blurite Helm, amount: 1	
[4/15/23 09:03AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:03AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:04AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:04AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:05AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:05AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 09:05AM] Picked up gr.Item Lava bones, amount: 1	
