[4/18/23 12:10PM] Login. ip: 104.237.0.2, mac: 8309-2873-8845-1715-0017-8159-8120230324072623.000000-300, uuid: 00-15-5D-01-F2-80	
[4/18/23 12:11PM] Picked up gr.Item Coin, amount: 1729901	
[4/18/23 12:11PM] Picked up gr.Item Lava bones, amount: 25	
[4/18/23 12:15PM] Gave item in trade to Ishine. Id: 2023, amount: 25	
[4/18/23 12:15PM] Gave item in trade to Ishine. Id: 14732, amount: 1	
[4/18/23 12:15PM] Gave item in trade to Ishine. Id: 995, amount: 8760880	
[4/18/23 12:15PM] Gave item in trade to Ishine. Id: 23020, amount: 2	
[4/18/23 12:15PM] Gave item in trade to Ishine. Id: 15359, amount: 1	
[4/18/23 12:15PM] Gave item in trade to Ishine. Id: 15358, amount: 1	
[4/18/23 12:15PM] Gave item in trade to Ishine. Id: 3086, amount: 1	
[4/18/23 12:15PM] Gave item in trade to Ishine. Id: 3090, amount: 1	
[4/18/23 12:15PM] Gave item in trade to Ishine. Id: 1033, amount: 1	
[4/18/23 12:15PM] Gave item in trade to Ishine. Id: 10835, amount: 593	
[4/18/23 12:37PM] Receiving item from trade with Ishine Id: 10835, amount: 10	
[4/18/23 12:37PM] Receiving item from trade with Ishine Id: 995, amount: 10	
[4/18/23 12:42PM] Picked up gr.Item Coin, amount: 1573913	
[4/18/23 12:42PM] Picked up gr.Item Lava bones, amount: 25	
[4/18/23 01:12PM] Picked up gr.Item Coin, amount: 1644343	
[4/18/23 01:12PM] Picked up gr.Item Lava bones, amount: 25	
[4/18/23 01:30PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/18/23 01:30PM] Picked up gr.Item Vote scroll, amount: 3	
[4/18/23 01:42PM] Picked up gr.Item Lava bones, amount: 300	
[4/18/23 01:42PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/19/23 07:10AM] Login. ip: 104.237.0.2, mac: 8309-2873-8845-1715-0017-8159-8120230324072623.000000-300, uuid: 00-15-5D-01-F2-80	
[4/19/23 07:24AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 07:24AM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 07:25AM] Picked up gr.Item Coin, amount: 1140482	
[4/19/23 07:25AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 07:27AM] Picked up gr.Item Coin, amount: 2588605	
[4/19/23 07:27AM] Picked up gr.Item Lava bones, amount: 40	
[4/19/23 07:46AM] Login. ip: 104.237.0.2, mac: 8309-2873-8845-1715-0017-8159-8120230324072623.000000-300, uuid: 00-15-5D-01-F2-80	
[4/19/23 07:48AM] Picked up gr.Item Coin, amount: 1430480	
[4/19/23 07:48AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 08:18AM] Picked up gr.Item Coin, amount: 1589509	
[4/19/23 08:18AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 08:29AM] Gave item in trade to Ishine. Id: 23020, amount: 12	
[4/19/23 08:29AM] Gave item in trade to Ishine. Id: 5020, amount: 267750	
[4/19/23 08:29AM] Gave item in trade to Ishine. Id: 2023, amount: 465	
[4/19/23 08:29AM] Gave item in trade to Ishine. Id: 10946, amount: 12	
[4/19/23 08:48AM] Picked up gr.Item Coin, amount: 2098856	
[4/19/23 08:48AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 08:49AM] Picked up gr.Item Coin, amount: 2550240	
[4/19/23 08:49AM] Picked up gr.Item Lava bones, amount: 40	
[4/19/23 10:38AM] Login. ip: 104.237.0.2, mac: 8309-2873-8845-1715-0017-8159-8120230324072623.000000-300, uuid: 00-15-5D-01-F2-80	
[4/19/23 10:39AM] Login. ip: 104.237.0.2, mac: 8309-2873-8845-1715-0017-8159-8120230324072623.000000-300, uuid: 00-15-5D-01-F2-80	
[4/19/23 10:45AM] Picked up gr.Item Coin, amount: 2364354	
[4/19/23 10:45AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 11:15AM] Picked up gr.Item Coin, amount: 1766531	
[4/19/23 11:15AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 11:16AM] Picked up gr.Item Coin, amount: 3914689	
[4/19/23 11:16AM] Picked up gr.Item Lava bones, amount: 40	
[4/19/23 11:17AM] Picked up gr.Item Lava bones, amount: 100	
[4/19/23 11:17AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/19/23 11:21AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 11:21AM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 11:27AM] Gave item in trade to Ishine. Id: 23020, amount: 3	
[4/19/23 11:27AM] Gave item in trade to Ishine. Id: 10946, amount: 6	
[4/19/23 11:27AM] Gave item in trade to Ishine. Id: 995, amount: 22662011	
[4/19/23 11:43AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 11:43AM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 11:44AM] Picked up gr.Item Coin, amount: 1976758	
[4/19/23 11:45AM] Picked up gr.Item Coin, amount: 2134530	
[4/19/23 11:45AM] Picked up gr.Item Lava bones, amount: 40	
[4/19/23 11:46AM] Picked up gr.Item Lava bones, amount: 100	
[4/19/23 11:46AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/19/23 11:47AM] Picked up gr.Item Lava bones, amount: 300	
[4/19/23 11:47AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/19/23 12:15PM] Picked up gr.Item Coin, amount: 2185199	
[4/19/23 12:15PM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 12:16PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 12:16PM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 12:17PM] Picked up gr.Item Coin, amount: 4212697	
[4/19/23 12:17PM] Picked up gr.Item Lava bones, amount: 40	
[4/19/23 12:18PM] Picked up gr.Item Lava bones, amount: 300	
[4/19/23 12:18PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/19/23 12:19PM] Picked up gr.Item Lava bones, amount: 100	
[4/19/23 12:19PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/19/23 12:45PM] Picked up gr.Item Coin, amount: 1153254	
[4/19/23 12:45PM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 12:46PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 12:46PM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 01:15PM] Picked up gr.Item Coin, amount: 1174540	
[4/19/23 01:15PM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 01:16PM] Picked up gr.Item Coin, amount: 3884325	
[4/19/23 01:16PM] Picked up gr.Item Lava bones, amount: 40	
[4/19/23 01:17PM] Picked up gr.Item Lava bones, amount: 100	
[4/19/23 01:17PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/19/23 01:21PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 01:21PM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 01:23PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 01:23PM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 01:26PM] Gave item in trade to Ishine. Id: 23020, amount: 15	
[4/19/23 01:26PM] Gave item in trade to Ishine. Id: 10946, amount: 32	
[4/19/23 01:26PM] Gave item in trade to Ishine. Id: 2023, amount: 1350	
[4/19/23 01:26PM] Gave item in trade to Ishine. Id: 995, amount: 16721303	
[4/19/23 01:26PM] Gave item in trade to Ishine. Id: 10835, amount: 10	
[4/20/23 07:25AM] Login. ip: 104.237.0.2, mac: 8309-2873-8845-1715-0017-8159-8120230324072623.000000-300, uuid: 00-15-5D-01-F2-80	
[4/20/23 07:36AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 07:36AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 07:51AM] Picked up gr.Item Coin, amount: 2014785	
[4/20/23 07:51AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 08:21AM] Picked up gr.Item Coin, amount: 2316677	
[4/20/23 08:21AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 08:22AM] Picked up gr.Item Coin, amount: 2569829	
[4/20/23 08:22AM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 08:51AM] Picked up gr.Item Coin, amount: 2465565	
[4/20/23 08:51AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 09:20AM] Picked up gr.Item Coin, amount: 2355676	
[4/20/23 09:20AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 09:21AM] Picked up gr.Item Coin, amount: 4280131	
[4/20/23 09:21AM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 09:23AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 09:23AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 09:24AM] Picked up gr.Item Lava bones, amount: 300	
[4/20/23 09:24AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/20/23 09:25AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 09:25AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 09:27AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 09:27AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 09:31AM] Gave item in trade to Ishine. Id: 10946, amount: 18	
[4/20/23 09:31AM] Gave item in trade to Ishine. Id: 5020, amount: 328620	
[4/20/23 09:31AM] Gave item in trade to Ishine. Id: 23020, amount: 9	
[4/20/23 09:51AM] Picked up gr.Item Coin, amount: 1216446	
[4/20/23 09:51AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 11:21AM] Picked up gr.Item Coin, amount: 1204976	
[4/20/23 11:21AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 11:22AM] Picked up gr.Item Coin, amount: 3690501	
[4/20/23 11:23AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 11:23AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 12:20PM] Picked up gr.Item Coin, amount: 1519498	
[4/20/23 12:20PM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 12:21PM] Picked up gr.Item Coin, amount: 4165814	
[4/20/23 12:21PM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 12:22PM] Picked up gr.Item Lava bones, amount: 300	
[4/20/23 12:22PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/20/23 12:23PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 12:23PM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 03:20PM] Picked up gr.Item Coin, amount: 1197117	
[4/20/23 03:20PM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 03:21PM] Picked up gr.Item Coin, amount: 2573511	
[4/20/23 03:21PM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 03:22PM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 03:22PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 03:23PM] Picked up gr.Item Lava bones, amount: 300	
[4/20/23 03:23PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/20/23 03:25PM] Gave item in trade to Ishine. Id: 10946, amount: 11	
[4/20/23 03:25PM] Gave item in trade to Ishine. Id: 5020, amount: 112760	
[4/20/23 03:25PM] Gave item in trade to Ishine. Id: 23020, amount: 3	
[4/21/23 02:02AM] Login. ip: 104.237.0.2, mac: 8309-2873-8845-1715-0017-8159-8120230324072623.000000-300, uuid: 00-15-5D-01-F2-80	
[4/21/23 02:03AM] Login. ip: 104.237.0.2, mac: 8309-2873-8845-1715-0017-8159-8120230324072623.000000-300, uuid: 00-15-5D-01-F2-80	
[4/21/23 02:29AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/21/23 02:29AM] Picked up gr.Item Vote scroll, amount: 3	
[4/21/23 02:33AM] Gave item in trade to Ishine. Id: 10946, amount: 5	
[4/21/23 02:33AM] Gave item in trade to Ishine. Id: 23020, amount: 3	
[4/21/23 02:33AM] Receiving item from trade with Ishine Id: 19886, amount: 1	
[4/21/23 02:34AM] Picked up gr.Item Coin, amount: 1269654	
[4/21/23 02:34AM] Picked up gr.Item Lava bones, amount: 25	
