[4/20/23 11:19PM] Login. ip: 194.207.201.5, mac: MP1CCU8120210506030318.000000+000, uuid: FA-2A-44-EE-1B-CF	
[4/20/23 11:20PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 11:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 11:21PM] Picked up gr.Item Lava bones, amount: 5	
[4/20/23 11:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 11:21PM] Picked up gr.Item Lava bones, amount: 6	
[4/20/23 11:26PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 11:27PM] Player dropping item: Starter Helm, amount: 1	
[4/20/23 11:27PM] Player dropping item: Starter Body, amount: 1	
[4/20/23 11:27PM] Player dropping item: Starter Legs, amount: 1	
[4/20/23 11:27PM] Player dropping item: Starter Cannon, amount: 1	
[4/20/23 11:27PM] Player dropping item: Starter Cape, amount: 1	
[4/20/23 11:27PM] Player dropping item: Starter Gloves, amount: 1	
[4/20/23 11:27PM] Player dropping item: Starter Boots, amount: 1	
[4/20/23 11:27PM] Player dropping item: Starter Blade, amount: 1	
[4/20/23 11:28PM] Player dropping item: Starter Staff, amount: 1	
[4/20/23 11:28PM] Player dropping item: Starter Ring, amount: 1	
[4/20/23 11:28PM] Player dropping item: Starter Amulet, amount: 1	
[4/20/23 11:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 11:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 11:31PM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 11:31PM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 11:31PM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 11:31PM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 11:31PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/20/23 11:32PM] Picked up gr.Item Lava bones, amount: 4	
[4/20/23 11:32PM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 11:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 11:32PM] Picked up gr.Item Lava bones, amount: 3	
[4/20/23 11:33PM] Player dropping item: Blurite Boots, amount: 1	
[4/20/23 11:34PM] Picked up gr.Item Coin, amount: 2395245	
[4/20/23 11:34PM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 11:35PM] Picked up gr.Item Coin, amount: 4182343	
[4/20/23 11:35PM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 11:36PM] Picked up gr.Item Lava bones, amount: 300	
[4/20/23 11:37PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/20/23 11:37PM] Has just redeemed a $1 Scroll successfully!	
[4/20/23 11:53PM] Picked up gr.Item Imperial Box, amount: 1	
[4/20/23 11:57PM] Picked up gr.Item Imperial boots, amount: 1	
[4/20/23 11:59PM] Player dropping item: Imperial Minigun, amount: 1	
[4/20/23 11:59PM] Player dropping item: Imperial Minigun, amount: 1	
[4/20/23 11:59PM] Picked up gr.Item Imperial legs, amount: 1	
