[4/18/23 06:38PM] Login. ip: 45.22.29.77, mac: To Be Filled By O.E.M.20220516132707.000000-300, uuid: 70-85-C2-38-F9-08	
[4/18/23 06:39PM] (CC) Help. Said: Yoo	
[4/18/23 06:40PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:41PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 06:41PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:42PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 06:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:42PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/18/23 06:42PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 06:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:44PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:44PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 06:44PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:44PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 06:44PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:44PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 06:45PM] (CC) Help. Said: Any ref box?	
[4/18/23 06:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:45PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:46PM] Picked up gr.Item PvM Casket, amount: 5	
[4/18/23 06:46PM] Picked up gr.Item Imperial Box, amount: 2	
[4/18/23 06:46PM] Picked up gr.Item Progressive Box [T1], amount: 1	
[4/18/23 06:46PM] Picked up gr.Item DR Potion (Godly), amount: 1	
[4/18/23 06:46PM] Picked up gr.Item EXP Potion (Divine), amount: 1	
[4/18/23 06:46PM] Picked up gr.Item DMG Potion (Mortal), amount: 1	
[4/18/23 06:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:50PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 06:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:50PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 06:50PM] (CC) Help. Said: Colletor	
[4/18/23 06:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:50PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 06:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 06:51PM] (CC) Help. Said: How to get collector	
[4/18/23 06:51PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 06:51PM] Picked up gr.Item Coin, amount: 200	
