[4/15/23 06:50AM] Login. ip: 178.84.226.57, mac: 5CB2092YBH20220828200734.000000+060, uuid: AE-81-12-D2-71-3B	
[4/15/23 06:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 06:55AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 06:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 06:55AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 06:55AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 06:55AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 06:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:01AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 07:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:06AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 07:06AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 07:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:06AM] PROGRESSION_ZONES|3034,10274,0|Said: Lol	
[4/15/23 07:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:07AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 07:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:08AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:08AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:08AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:09AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:09AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:09AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:10AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:10AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:11AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:12AM] (CC) Help. Said: Is there a reff?	
[4/15/23 07:13AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:13AM] (CC) Help. Said: Ty	
[4/15/23 07:14AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 07:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:16AM] Picked up gr.Item Coin, amount: 200	
