[4/15/23 02:42PM] Login. ip: 76.101.31.162, mac: 2MO2042PQP20230209184828.000000-300, uuid: 10-6F-D9-1D-02-EE	
[4/15/23 02:46PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:47PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:49PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 02:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:49PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 02:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:50PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 02:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:50PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:50PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 02:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:52PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:52PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:52PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 02:52PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:54PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:54PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:55PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:55PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:56PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:56PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:56PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 02:57PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 02:57PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 02:57PM] Picked up gr.Item Lava bones, amount: 2	
