[4/21/23 12:35PM] Login. ip: 92.32.169.135, mac: 2394178320230416133814.000000+120, uuid: 10-3D-1C-AF-50-BF	
[4/21/23 12:36PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:36PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:37PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:37PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:37PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:37PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:37PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:38PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:38PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:38PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:39PM] Player dropping item: Starter Gloves, amount: 1	
[4/21/23 12:40PM] Player dropping item: Starter Blade, amount: 1	
[4/21/23 12:40PM] Player dropping item: Starter Staff, amount: 1	
[4/21/23 12:40PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:40PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:40PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:40PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:41PM] Player dropping item: Starter Helm, amount: 1	
[4/21/23 12:41PM] Picked up gr.Item Starter Helm, amount: 1	
[4/21/23 12:41PM] Player dropping item: Starter Body, amount: 1	
[4/21/23 12:41PM] Player dropping item: Starter Legs, amount: 1	
[4/21/23 12:41PM] Player dropping item: Starter Helm, amount: 1	
[4/21/23 12:41PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:41PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:41PM] Player dropping item: Starter Cannon, amount: 1	
[4/21/23 12:41PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:41PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:41PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:41PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:42PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 12:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:42PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 12:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:42PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 12:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:42PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 12:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:42PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 12:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:42PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 12:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:42PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 12:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:42PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 12:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 12:43PM] Picked up gr.Item Coin, amount: 200	
