[4/20/23 09:09AM] Login. ip: 79.177.107.75, mac: 20210101014922.000000+120, uuid: 2C-FD-A1-73-83-5E	
[4/20/23 09:27AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 09:27AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 10:20AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 10:20AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 10:22AM] Picked up gr.Item Coin, amount: 1769304	
[4/20/23 10:22AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 10:23AM] Picked up gr.Item Coin, amount: 2896664	
[4/20/23 10:23AM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 10:25AM] Picked up gr.Item Coin, amount: 2454395	
[4/20/23 10:25AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 10:27AM] Picked up gr.Item Coin, amount: 6534961	
[4/20/23 10:27AM] Picked up gr.Item Lava bones, amount: 80	
[4/20/23 10:27AM] Picked up gr.Item Coin, amount: 1879201	
[4/20/23 10:27AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 10:29AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 10:30AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 10:30AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/20/23 10:31AM] Picked up gr.Item Lava bones, amount: 300	
[4/20/23 10:31AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/20/23 10:32AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/20/23 10:33AM] Gave item in trade to Shit. Id: 23020, amount: 7	
[4/20/23 10:33AM] Gave item in trade to Shit. Id: 10946, amount: 16	
[4/20/23 10:33AM] Gave item in trade to Shit. Id: 2023, amount: 695	
[4/20/23 10:33AM] Gave item in trade to Shit. Id: 995, amount: 16534525	
[4/20/23 10:36AM] Picked up gr.Item Coin, amount: 2273195	
[4/20/23 10:36AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 10:38AM] Picked up gr.Item Coin, amount: 1788294	
[4/20/23 10:38AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 10:40AM] Picked up gr.Item Coin, amount: 2979641	
[4/20/23 10:40AM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 10:42AM] Picked up gr.Item Coin, amount: 3696344	
[4/20/23 10:42AM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 10:44AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 10:44AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 10:45AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 10:45AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 10:46AM] Gave item in trade to Shit. Id: 10946, amount: 2	
[4/20/23 10:46AM] Gave item in trade to Shit. Id: 2023, amount: 330	
[4/20/23 10:46AM] Gave item in trade to Shit. Id: 10835, amount: 10737	
[4/20/23 10:48AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 10:49AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 10:51AM] Picked up gr.Item Coin, amount: 1751370	
[4/20/23 10:51AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 10:55AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 10:55AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 11:21AM] Picked up gr.Item Coin, amount: 2344658	
[4/20/23 11:21AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 11:22AM] Picked up gr.Item Coin, amount: 2483466	
[4/20/23 11:22AM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 11:23AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 11:23AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 11:24AM] Gave item in trade to Blind Shit. Id: 10946, amount: 11	
[4/20/23 11:24AM] Gave item in trade to Blind Shit. Id: 995, amount: 6579968	
[4/20/23 11:24AM] Gave item in trade to Blind Shit. Id: 23020, amount: 6	
[4/20/23 11:24AM] Gave item in trade to Blind Shit. Id: 2023, amount: 190	
