[4/18/23 12:38PM] Login. ip: 185.196.23.10, mac: 0124-9959-1797-1278-1159-8160-9320230221125737.000000-360, uuid: 00-15-5D-F3-07-51	
[4/18/23 12:41PM] Picked up gr.Item Coin, amount: 2260266	
[4/18/23 12:41PM] Picked up gr.Item Lava bones, amount: 25	
[4/18/23 01:12PM] Picked up gr.Item Coin, amount: 1493084	
[4/18/23 01:12PM] Picked up gr.Item Lava bones, amount: 25	
[4/18/23 01:14PM] Gave item in trade to Ishine. Id: 23020, amount: 5	
[4/18/23 01:14PM] Gave item in trade to Ishine. Id: 15358, amount: 1	
[4/18/23 01:14PM] Gave item in trade to Ishine. Id: 15359, amount: 1	
[4/18/23 01:14PM] Gave item in trade to Ishine. Id: 3086, amount: 1	
[4/18/23 01:14PM] Gave item in trade to Ishine. Id: 1033, amount: 1	
[4/18/23 01:14PM] Gave item in trade to Ishine. Id: 3090, amount: 1	
[4/18/23 01:42PM] Picked up gr.Item Coin, amount: 1762169	
[4/18/23 01:42PM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 07:13AM] Login. ip: 185.196.23.10, mac: 0124-9959-1797-1278-1159-8160-9320230221125737.000000-360, uuid: 00-15-5D-F3-07-51	
[4/19/23 07:24AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 07:24AM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 07:25AM] Picked up gr.Item Coin, amount: 2028171	
[4/19/23 07:25AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 07:27AM] Picked up gr.Item Coin, amount: 3477451	
[4/19/23 07:27AM] Picked up gr.Item Lava bones, amount: 40	
[4/19/23 07:45AM] Login. ip: 185.196.23.10, mac: 0124-9959-1797-1278-1159-8160-9320230221125737.000000-360, uuid: 00-15-5D-F3-07-51	
[4/19/23 07:46AM] Login. ip: 185.196.23.10, mac: 0124-9959-1797-1278-1159-8160-9320230221125737.000000-360, uuid: 00-15-5D-F3-07-51	
[4/19/23 07:48AM] Picked up gr.Item Coin, amount: 1926125	
[4/19/23 07:48AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 08:17AM] Picked up gr.Item Coin, amount: 2269490	
[4/19/23 08:17AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 08:28AM] Gave item in trade to Ishine. Id: 5020, amount: 268930	
[4/19/23 08:28AM] Gave item in trade to Ishine. Id: 23020, amount: 6	
[4/19/23 08:28AM] Gave item in trade to Ishine. Id: 10946, amount: 5	
[4/19/23 08:28AM] Gave item in trade to Ishine. Id: 995, amount: 22247368	
[4/19/23 08:48AM] Picked up gr.Item Coin, amount: 1576230	
[4/19/23 08:48AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 08:49AM] Picked up gr.Item Coin, amount: 3446940	
[4/19/23 08:49AM] Picked up gr.Item Lava bones, amount: 40	
[4/19/23 10:37AM] Login. ip: 185.196.23.10, mac: 0124-9959-1797-1278-1159-8160-9320230221125737.000000-360, uuid: 00-15-5D-F3-07-51	
[4/19/23 10:46AM] Picked up gr.Item Coin, amount: 1362949	
[4/19/23 10:46AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 11:15AM] Picked up gr.Item Coin, amount: 2380636	
[4/19/23 11:15AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 11:16AM] Picked up gr.Item Coin, amount: 2165086	
[4/19/23 11:16AM] Picked up gr.Item Lava bones, amount: 40	
[4/19/23 11:17AM] Picked up gr.Item Lava bones, amount: 100	
[4/19/23 11:17AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/19/23 11:21AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 11:21AM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 11:28AM] Gave item in trade to Ishine. Id: 10946, amount: 6	
[4/19/23 11:28AM] Gave item in trade to Ishine. Id: 23020, amount: 3	
[4/19/23 11:28AM] Gave item in trade to Ishine. Id: 995, amount: 10931841	
[4/19/23 11:43AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 11:43AM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 11:44AM] Picked up gr.Item Coin, amount: 2075036	
[4/19/23 11:44AM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 11:45AM] Picked up gr.Item Coin, amount: 4244469	
[4/19/23 11:45AM] Picked up gr.Item Lava bones, amount: 40	
[4/19/23 11:46AM] Picked up gr.Item Lava bones, amount: 100	
[4/19/23 11:46AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/19/23 11:47AM] Picked up gr.Item Lava bones, amount: 300	
[4/19/23 11:47AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/19/23 12:15PM] Picked up gr.Item Coin, amount: 2052853	
[4/19/23 12:15PM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 12:15PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 12:15PM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 12:17PM] Picked up gr.Item Coin, amount: 2740739	
[4/19/23 12:18PM] Picked up gr.Item Lava bones, amount: 100	
[4/19/23 12:18PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/19/23 12:19PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/19/23 12:45PM] Picked up gr.Item Coin, amount: 1979216	
[4/19/23 12:45PM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 12:46PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 12:46PM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 12:53PM] Receiving item from trade with Wr3ckedyou Id: 15002, amount: 1	
[4/19/23 01:08PM] DEFAULT|2213,3765,0|Said: <3<3::afk::a	
[4/19/23 01:14PM] Picked up gr.Item Coin, amount: 1219186	
[4/19/23 01:14PM] Picked up gr.Item Lava bones, amount: 25	
[4/19/23 01:15PM] Picked up gr.Item Coin, amount: 4318588	
[4/19/23 01:15PM] Picked up gr.Item Lava bones, amount: 40	
[4/19/23 01:16PM] Picked up gr.Item Lava bones, amount: 100	
[4/19/23 01:16PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/19/23 01:21PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 01:21PM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 01:22PM] Gave item in trade to Ishine. Id: 23020, amount: 12	
[4/19/23 01:22PM] Gave item in trade to Ishine. Id: 10946, amount: 27	
[4/19/23 01:23PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 01:23PM] Picked up gr.Item Vote scroll, amount: 3	
[4/19/23 01:26PM] Gave item in trade to Ishine. Id: 10946, amount: 5	
[4/19/23 01:26PM] Gave item in trade to Ishine. Id: 23020, amount: 3	
[4/19/23 01:26PM] Gave item in trade to Ishine. Id: 2023, amount: 1225	
[4/19/23 01:26PM] Gave item in trade to Ishine. Id: 995, amount: 5538087	
[4/20/23 07:25AM] Login. ip: 185.196.23.10, mac: 0124-9959-1797-1278-1159-8160-9320230221125737.000000-360, uuid: 00-15-5D-F3-07-51	
[4/20/23 07:26AM] Login. ip: 185.196.23.10, mac: 0124-9959-1797-1278-1159-8160-9320230221125737.000000-360, uuid: 00-15-5D-F3-07-51	
[4/20/23 07:36AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 07:36AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 07:51AM] Picked up gr.Item Coin, amount: 1441452	
[4/20/23 07:51AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 08:21AM] Picked up gr.Item Coin, amount: 1597461	
[4/20/23 08:21AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 08:22AM] Picked up gr.Item Coin, amount: 3030163	
[4/20/23 08:23AM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 08:51AM] Picked up gr.Item Coin, amount: 1893748	
[4/20/23 08:51AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 09:20AM] Picked up gr.Item Coin, amount: 2066273	
[4/20/23 09:20AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 09:21AM] Picked up gr.Item Coin, amount: 3172233	
[4/20/23 09:22AM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 09:23AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 09:23AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 09:24AM] Picked up gr.Item Lava bones, amount: 300	
[4/20/23 09:24AM] Picked up gr.Item $1 Scroll, amount: 2	
[4/20/23 09:25AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 09:25AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 09:27AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 09:27AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 09:31AM] Gave item in trade to Ishine. Id: 5020, amount: 319920	
[4/20/23 09:31AM] Gave item in trade to Ishine. Id: 23020, amount: 12	
[4/20/23 09:31AM] Gave item in trade to Ishine. Id: 10946, amount: 18	
[4/20/23 09:51AM] Picked up gr.Item Coin, amount: 1678039	
[4/20/23 09:51AM] Picked up gr.Item Lava bones, amount: 25	
[4/20/23 10:31AM] Login. ip: 185.196.23.10, mac: 0124-9959-1797-1278-1159-8160-9320230221125737.000000-360, uuid: 00-15-5D-F3-07-51	
[4/20/23 11:18AM] Login. ip: 185.196.23.10, mac: 0124-9959-1797-1278-1159-8160-9320230221125737.000000-360, uuid: 00-15-5D-F3-07-51	
[4/20/23 11:21AM] Picked up gr.Item Coin, amount: 2141042	
