[4/23/23 05:51AM] Login. ip: 176.93.239.122, mac: DGE21EQ00J05202F4D300020210417160837.000000+000, uuid: 98-EE-CB-D0-AE-82	
[4/23/23 05:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:53AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:54AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:54AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:54AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:54AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:54AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:55AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:55AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:55AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:55AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:55AM] Picked up gr.Item Coin, amount: 100	
[4/23/23 05:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:56AM] Player dropping item: Starter Helm, amount: 1	
[4/23/23 05:56AM] Player dropping item: Starter Body, amount: 1	
[4/23/23 05:56AM] Player dropping item: Starter Legs, amount: 1	
[4/23/23 05:56AM] Picked up gr.Item Coin, amount: 200	
[4/23/23 05:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:56AM] Picked up gr.Item Coin, amount: 200	
[4/23/23 05:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:57AM] Picked up gr.Item Coin, amount: 200	
[4/23/23 05:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:57AM] Picked up gr.Item Coin, amount: 200	
[4/23/23 05:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:57AM] Picked up gr.Item Coin, amount: 200	
[4/23/23 05:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/23/23 05:57AM] Picked up gr.Item Coin, amount: 200	
[4/23/23 05:57AM] Picked up gr.Item Lava bones, amount: 1	
