[4/22/23 11:49PM] Login. ip: 174.23.167.251, mac: 20210314172847.000000-420, uuid: D4-5D-64-B6-CF-F9	
[4/22/23 11:49PM] (CC) Help. Said: Thank ya!	
[4/22/23 11:50PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:53PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:54PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:54PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:54PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:54PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:54PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:54PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/22/23 11:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/24/23 05:59PM] Login. ip: 174.23.167.251, mac: 20210314172847.000000-420, uuid: D4-5D-64-B6-CF-F9	
[4/24/23 06:03PM] Picked up gr.Item Coin, amount: 2199040	
[4/24/23 06:03PM] Picked up gr.Item Lava bones, amount: 25	
[4/24/23 06:05PM] Picked up gr.Item Coin, amount: 200	
[4/24/23 06:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/24/23 06:05PM] Picked up gr.Item Coin, amount: 200	
[4/24/23 06:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/24/23 06:05PM] Picked up gr.Item Coin, amount: 200	
[4/24/23 06:05PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/24/23 06:05PM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/24/23 06:05PM] Picked up gr.Item Coin, amount: 200	
[4/24/23 06:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/24/23 06:05PM] Picked up gr.Item Coin, amount: 200	
[4/24/23 06:05PM] Picked up gr.Item Lava bones, amount: 2	
[4/24/23 06:05PM] Picked up gr.Item Coin, amount: 400	
[4/24/23 06:05PM] Picked up gr.Item Lava bones, amount: 2	
[4/24/23 06:05PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/24/23 06:05PM] Picked up gr.Item Coin, amount: 200	
[4/24/23 06:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/24/23 06:05PM] Picked up gr.Item Coin, amount: 200	
[4/24/23 06:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/24/23 06:05PM] Picked up gr.Item Coin, amount: 200	
[4/24/23 06:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/24/23 06:05PM] Picked up gr.Item Coin, amount: 200	
[4/24/23 06:05PM] Picked up gr.Item Lava bones, amount: 1	
