[4/16/23 07:18AM] Login. ip: 174.116.104.185, mac: Default string20220510110139.000000-300, uuid: 18-C0-4D-37-00-7A	
[4/16/23 07:20AM] (CC) Help. Said: Any ref codes or items for new players?	
[4/16/23 07:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 07:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 07:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 07:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 07:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 07:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 07:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 07:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 07:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 07:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 07:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 07:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 07:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 07:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 07:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 07:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 07:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 07:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 07:24AM] Picked up gr.Item Blurite Ring, amount: 1	
[4/16/23 07:30AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/16/23 07:30AM] Picked up gr.Item Vote scroll, amount: 3	
[4/16/23 07:30AM] (CC) Help. Said: Any donation deals?	
[4/16/23 07:31AM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 07:33AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/16/23 07:33AM] Picked up gr.Item Blurite Body, amount: 1	
[4/16/23 07:33AM] Picked up gr.Item Blurite Body, amount: 1	
[4/16/23 07:33AM] Picked up gr.Item Coin, amount: 1600	
[4/16/23 07:34AM] Picked up gr.Item Blurite Ring, amount: 1	
[4/16/23 07:34AM] Picked up gr.Item Coin, amount: 800	
[4/16/23 07:36AM] Picked up gr.Item Blurite Helm, amount: 1	
[4/16/23 07:37AM] Picked up gr.Item Blurite Body, amount: 1	
[4/16/23 07:37AM] Picked up gr.Item Blurite Body, amount: 1	
[4/16/23 07:38AM] Picked up gr.Item Blurite Cape, amount: 1	
[4/16/23 07:38AM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/16/23 07:39AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/16/23 07:39AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/16/23 07:45AM] Picked up gr.Item Imperial body, amount: 1	
[4/16/23 07:50AM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 07:50AM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 07:51AM] Picked up gr.Item Imperial body, amount: 1	
[4/16/23 07:54AM] Picked up gr.Item Lava bones, amount: 25	
