[4/20/23 08:58PM] Login. ip: 76.130.101.216, mac: To be filled by O.E.M.20230303184004.000000-420, uuid: 30-9C-23-DA-F2-CB	
[4/20/23 09:00PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 09:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:00PM] Picked up gr.Item Lava bones, amount: 4	
[4/20/23 09:01PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 09:01PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:01PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:01PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 09:02PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 09:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:03PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 09:03PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:04PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 09:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:04PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 09:04PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:04PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:05PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 09:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:05PM] Picked up gr.Item Coin, amount: 100	
[4/20/23 09:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:06PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:06PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 09:06PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:07PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 09:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:07PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 09:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:08PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 09:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:08PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 09:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:09PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 09:09PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:09PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 09:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:09PM] Picked up gr.Item Blurite Cape, amount: 1	
[4/20/23 09:09PM] Picked up gr.Item Blurite Cape, amount: 1	
[4/20/23 09:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:11PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 09:11PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 09:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:11PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 09:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:11PM] Picked up gr.Item Coin, amount: 200	
[4/20/23 09:11PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:12PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:13PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:13PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:13PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:13PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:14PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:14PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:14PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:14PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:15PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:15PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:15PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:16PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:16PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:16PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:17PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:18PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:19PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:19PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:19PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:19PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:20PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:20PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:20PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:20PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:21PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:21PM] Picked up gr.Item Coin, amount: 300	
[4/20/23 09:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:23PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:23PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:24PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:24PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:24PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:25PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:25PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:25PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:30PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:30PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:30PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:30PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:31PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:31PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:31PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:32PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:32PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:32PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:32PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:33PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:34PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:34PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:34PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:35PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:35PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:37PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:37PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:38PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:38PM] Picked up gr.Item Blurite Box, amount: 1	
[4/20/23 09:38PM] Picked up gr.Item Blurite Box, amount: 1	
[4/20/23 09:38PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:38PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:38PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:38PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:39PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:39PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:39PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:39PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:39PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:40PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:40PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:40PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:41PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:41PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:41PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:41PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:42PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:42PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:42PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:43PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:43PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:43PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:43PM] Picked up gr.Item Blurite Box, amount: 1	
[4/20/23 09:43PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:44PM] Picked up gr.Item Coin, amount: 400	
[4/20/23 09:44PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:47PM] Picked up gr.Item Coin, amount: 500	
[4/20/23 09:47PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:47PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:47PM] Picked up gr.Item Coin, amount: 500	
[4/20/23 09:47PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:48PM] Picked up gr.Item Coin, amount: 500	
[4/20/23 09:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:48PM] Picked up gr.Item Coin, amount: 500	
[4/20/23 09:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:48PM] Picked up gr.Item Coin, amount: 500	
[4/20/23 09:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:48PM] Picked up gr.Item Coin, amount: 500	
[4/20/23 09:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:49PM] Picked up gr.Item Coin, amount: 500	
[4/20/23 09:49PM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 09:49PM] Picked up gr.Item Coin, amount: 500	
[4/20/23 09:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 09:50PM] Picked up gr.Item Coin, amount: 500	
[4/20/23 09:50PM] Picked up gr.Item Lava bones, amount: 1	
