[4/16/23 12:13AM] Login. ip: 178.159.142.229, mac: Default string20201209125127.000000+060, uuid: B4-2E-99-67-AC-87	
[4/16/23 12:13AM] (CC) Help. Said: Ty	
[4/16/23 12:14AM] (CC) Help. Said: Im tarnow	
[4/16/23 12:15AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 12:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:16AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 12:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:16AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 12:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:16AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 12:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:17AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 12:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:17AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 12:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:18AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 12:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:18AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 12:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:18AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 12:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:19AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 12:19AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:19AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:20AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:20AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:20AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:21AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:21AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:21AM] (CC) Help. Said: How train herblore?	
[4/16/23 12:21AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:22AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:24AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:25AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:25AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:26AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:26AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:26AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 12:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:26AM] PROGRESSION_ZONES|3041,10277,8|Said: Yo	
[4/16/23 12:27AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 12:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:27AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 12:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:28AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 12:28AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:28AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 12:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:28AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 12:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:29AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 12:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:30AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 12:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:30AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 12:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:31AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 12:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:31AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 12:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:32AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 12:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 12:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 12:33AM] Picked up gr.Item Coin, amount: 300	
