[4/19/23 01:15PM] Login. ip: 216.147.123.61, mac: null, uuid: 08-00-27-43-AE-DB	
[4/19/23 01:15PM] Login. ip: 216.147.123.61, mac: null, uuid: 08-00-27-43-AE-DB	
[4/19/23 01:16PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:18PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 01:18PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 01:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:18PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:18PM] Picked up gr.Item Coin, amount: 100	
[4/19/23 01:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:18PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:19PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:19PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:20PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:20PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:20PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:20PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 01:20PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:20PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:20PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:20PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:20PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:20PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:20PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:21PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:21PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:21PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:21PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:21PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:21PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:21PM] Picked up gr.Item Coin, amount: 200	
[4/19/23 01:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:22PM] Picked up gr.Item Coin, amount: 300	
[4/19/23 01:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 01:22PM] Picked up gr.Item Coin, amount: 600	
