[4/15/23 08:44PM] Login. ip: 24.14.143.222, mac: To Be Filled By O.E.M.20230306002654.000000-360, uuid: A8-A1-59-06-A3-91	
[4/15/23 08:48PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:48PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:50PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:50PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:50PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 08:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:50PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:52PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:53PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:53PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:53PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:53PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:54PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:54PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:54PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:55PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:55PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:55PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:55PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:56PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:56PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:56PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:56PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:56PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:57PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:57PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:57PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:57PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:58PM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:58PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:58PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 08:58PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:58PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 08:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:58PM] Player dropping item: Starter Cape, amount: 1	
[4/15/23 08:58PM] Player dropping item: Starter Gloves, amount: 1	
[4/15/23 08:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:59PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 08:59PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 08:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:59PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 08:59PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:59PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 08:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:59PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 08:59PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:00PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:00PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:00PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:00PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:01PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:01PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:01PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:01PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:01PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:01PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:01PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:01PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:02PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:02PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:02PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:02PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:03PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:03PM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 09:03PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:03PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:03PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:04PM] Player dropping item: Starter Amulet, amount: 1	
[4/15/23 09:04PM] Player dropping item: Starter Ring, amount: 1	
[4/15/23 09:04PM] Picked up gr.Item Coin, amount: 300	
[4/15/23 09:04PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:05PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:06PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 09:06PM] Picked up gr.Item Lava bones, amount: 6	
[4/15/23 09:07PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 09:07PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 09:07PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:07PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 09:07PM] Player dropping item: Vial, amount: 1	
[4/15/23 09:08PM] Player dropping item: Vial, amount: 1	
[4/15/23 09:08PM] Player dropping item: Vial, amount: 1	
[4/15/23 09:09PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:09PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:09PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:09PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:09PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 09:09PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 09:09PM] Picked up gr.Item Blurite Cape, amount: 1	
[4/15/23 09:09PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 09:09PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 09:09PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:09PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:09PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:09PM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 09:10PM] Picked up gr.Item Coin, amount: 1200	
[4/15/23 09:10PM] Picked up gr.Item Lava bones, amount: 9	
[4/15/23 09:10PM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 09:10PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 09:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:10PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:11PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:11PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 09:11PM] Picked up gr.Item Coin, amount: 400	
[4/15/23 09:11PM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 09:18PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/15/23 09:18PM] Picked up gr.Item Blurite Ring, amount: 1	
[4/15/23 09:18PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/15/23 09:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:18PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 09:18PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 09:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:19PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 09:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 09:19PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 09:19PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 09:19PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 09:20PM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 09:20PM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 09:20PM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 09:21PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 09:21PM] Picked up gr.Item Coin, amount: 1000	
[4/15/23 09:21PM] Picked up gr.Item Coin, amount: 500	
[4/15/23 09:21PM] Picked up gr.Item Blurite Helm, amount: 1	
