[4/16/23 10:17AM] Login. ip: 76.74.71.51, mac: 5CD125L3TC20220117185946.000000-300, uuid: 5E-FB-3A-47-9D-97	
[4/16/23 10:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:20AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:20AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:22AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:22AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 10:22AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:22AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:22AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:22AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:23AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:23AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:25AM] Picked up gr.Item Coin, amount: 1837834	
[4/16/23 10:25AM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 10:28AM] Picked up gr.Item Coin, amount: 3121920	
[4/16/23 10:28AM] Picked up gr.Item Lava bones, amount: 80	
[4/16/23 10:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:30AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:30AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:31AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 10:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:32AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 10:32AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:33AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 10:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:34AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:35AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:35AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:35AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:36AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 10:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:36AM] (CC) Help. Said: Is there a way to make the fixed client regular size	
[4/16/23 10:36AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 10:36AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:38AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 10:38AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:45AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 10:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:45AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 10:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:46AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:46AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 10:46AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 10:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:47AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 10:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:48AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:48AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 10:48AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:49AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:50AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:50AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:50AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:50AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:51AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:51AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:51AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:52AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:52AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:52AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:52AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:53AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:53AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:54AM] Picked up gr.Item Coin, amount: 2093377	
[4/16/23 10:54AM] Picked up gr.Item Lava bones, amount: 50	
[4/16/23 10:55AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:55AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:55AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:56AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:56AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:56AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:57AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:57AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 10:57AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:58AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:58AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:58AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:59AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:59AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 10:59AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 10:59AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:00AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:00AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 11:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:00AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 11:00AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 11:00AM] Picked up gr.Item Coin, amount: 900	
[4/16/23 11:00AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 11:01AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 11:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:01AM] Picked up gr.Item Coin, amount: 300	
[4/16/23 11:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:03AM] Picked up gr.Item Coin, amount: 1200	
[4/16/23 11:03AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:03AM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 11:03AM] Picked up gr.Item Coin, amount: 800	
[4/16/23 11:03AM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 11:04AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 11:04AM] Picked up gr.Item Coin, amount: 800	
[4/16/23 11:04AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:04AM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 11:04AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:04AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:04AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:05AM] (CC) Help. Said: Is there a ref code	
[4/16/23 11:05AM] (CC) Help. Said: Ty	
[4/16/23 11:08AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:08AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:08AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:09AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:09AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:09AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:10AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:10AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:10AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:10AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:11AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:11AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:11AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:11AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:11AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:11AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:12AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:12AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:12AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:12AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:13AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:13AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:13AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:13AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:13AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 11:13AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:15AM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 11:15AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:15AM] Picked up gr.Item Coin, amount: 500	
[4/16/23 11:15AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:15AM] Picked up gr.Item Coin, amount: 500	
[4/16/23 11:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:16AM] Picked up gr.Item Coin, amount: 500	
[4/16/23 11:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:16AM] (CC) Help. Said: How much is coll ammy	
[4/16/23 11:17AM] Picked up gr.Item Coin, amount: 500	
[4/16/23 11:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:17AM] Picked up gr.Item Coin, amount: 500	
[4/16/23 11:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:17AM] Picked up gr.Item Coin, amount: 500	
[4/16/23 11:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:17AM] Picked up gr.Item Coin, amount: 500	
[4/16/23 11:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 11:18AM] Picked up gr.Item Coin, amount: 500	
[4/16/23 11:18AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 11:18AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 11:18AM] Picked up gr.Item Coin, amount: 500	
