[4/18/23 03:09PM] Login. ip: 75.86.65.159, mac: To be filled by O.E.M.20230302061708.000000-360, uuid: 04-7C-16-73-48-9D	
[4/18/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 03:11PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 03:11PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 03:14PM] Picked up gr.Item Coin, amount: 200	
[4/18/23 03:14PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 03:14PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 03:14PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 03:14PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 03:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 03:14PM] Picked up gr.Item Coin, amount: 100	
[4/18/23 03:16PM] Player dropping item: Starter Boots, amount: 1	
[4/18/23 03:16PM] Player dropping item: Starter Cape, amount: 1	
[4/18/23 03:16PM] Player dropping item: Starter Body, amount: 1	
[4/18/23 03:16PM] Player dropping item: Starter Legs, amount: 1	
[4/18/23 03:16PM] Player dropping item: Starter Gloves, amount: 1	
[4/18/23 03:17PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 03:17PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 03:17PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 03:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 03:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 03:17PM] Picked up gr.Item Lava bones, amount: 3	
[4/18/23 03:17PM] Picked up gr.Item Coin, amount: 300	
[4/18/23 03:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 03:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 03:18PM] Picked up gr.Item Lava bones, amount: 9	
[4/18/23 03:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 03:18PM] Picked up gr.Item Lava bones, amount: 2	
[4/18/23 03:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 03:18PM] Player dropping item: Starter Amulet, amount: 1	
[4/18/23 03:18PM] Player dropping item: Starter Ring, amount: 1	
[4/18/23 03:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/18/23 03:19PM] Player dropping item: Vial, amount: 1	
[4/18/23 03:19PM] Player dropping item: Vial, amount: 1	
