[4/15/23 01:30PM] Login. ip: 167.248.117.148, mac: 20230201193153.000000-360, uuid: FC-77-74-C8-41-A0	
[4/15/23 01:31PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:32PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:32PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:32PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:32PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:32PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:33PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:33PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:33PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:33PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:33PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:33PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:34PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:34PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:34PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 01:34PM] Picked up gr.Item Coin, amount: 100	
[4/15/23 01:34PM] Picked up gr.Item Lava bones, amount: 1	
