[4/15/23 11:33AM] Login. ip: 38.166.87.209, mac: 5CNL6P120181103205943.000000-240, uuid: 00-23-15-B4-48-E8	
[4/15/23 11:37AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 11:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 11:38AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 11:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 11:43AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 11:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 11:44AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 11:44AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 11:45AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 11:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 11:45AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 11:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 11:45AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 11:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 11:46AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 11:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 11:46AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 11:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 11:46AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 11:46AM] Picked up gr.Item Lava bones, amount: 1	
