[4/16/23 02:18AM] Login. ip: 75.97.23.204, mac: 5CG2214K8D20221127054529.000000-300, uuid: FA-80-83-31-38-1D	
[4/16/23 02:18AM] (CC) Help. Said: Ty	
[4/16/23 02:19AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 02:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:21AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 02:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:22AM] Player dropping item: Starter Body, amount: 1	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:23AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 02:23AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:23AM] Picked up gr.Item Starter Body, amount: 1	
[4/16/23 02:23AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:23AM] Player dropping item: Starter Body, amount: 1	
[4/16/23 02:23AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:23AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:23AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:23AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 02:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:23AM] Player dropping item: Starter Legs, amount: 1	
[4/16/23 02:23AM] Player dropping item: Starter Helm, amount: 1	
[4/16/23 02:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:24AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 02:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:24AM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/16/23 02:24AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 02:24AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:24AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 02:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:24AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 02:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:24AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 02:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:24AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 02:24AM] Player dropping item: Starter Amulet, amount: 1	
[4/16/23 02:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:27AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:28AM] Player dropping item: Starter Boots, amount: 1	
[4/16/23 02:28AM] Player dropping item: Starter Gloves, amount: 1	
[4/16/23 02:28AM] Player dropping item: Starter Cape, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:30AM] Picked up gr.Item Coin, amount: 600	
[4/16/23 02:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:31AM] Player dropping item: Starter Ring, amount: 1	
[4/16/23 02:31AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:32AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:33AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:35AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:35AM] Player dropping item: Blurite Box, amount: 1	
[4/16/23 02:35AM] Player dropping item: Blurite Box, amount: 1	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:38AM] Picked up gr.Item Coin, amount: 400	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:38AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:39AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/16/23 02:39AM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/16/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:40AM] Picked up gr.Item Blurite Body, amount: 1	
[4/16/23 02:40AM] Player dropping item: Blurite Box, amount: 1	
[4/16/23 02:40AM] Player dropping item: Blurite Box, amount: 1	
[4/16/23 02:40AM] Player dropping item: Blurite Box, amount: 1	
[4/16/23 02:40AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:42AM] Picked up gr.Item Coin, amount: 500	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:42AM] Picked up gr.Item Coin, amount: 500	
[4/16/23 02:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:48AM] Picked up gr.Item Imperial gloves, amount: 1	
[4/16/23 02:49AM] Picked up gr.Item Coin, amount: 700	
[4/16/23 02:49AM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 02:50AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:53AM] Picked up gr.Item Coin, amount: 2100	
[4/16/23 02:54AM] Picked up gr.Item Coin, amount: 2413378	
[4/16/23 02:54AM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 02:57AM] Player dropping item: Vial, amount: 1	
[4/16/23 02:58AM] Picked up gr.Item Imperial Box, amount: 1	
[4/16/23 02:58AM] Player dropping item: Imperial Minigun, amount: 1	
[4/16/23 02:58AM] Picked up gr.Item Imperial Minigun, amount: 1	
[4/16/23 04:43PM] Login. ip: 75.97.23.204, mac: 5CG2214K8D20221127054529.000000-300, uuid: FA-80-83-31-38-1D	
[4/16/23 04:44PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:44PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:44PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Imperial ring, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:56PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:58PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 04:58PM] Picked up gr.Item Coin, amount: 900	
[4/16/23 04:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 04:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:00PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 05:01PM] Picked up gr.Item Coin, amount: 1800	
[4/16/23 05:01PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:01PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:01PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:03PM] Picked up gr.Item Vote scroll, amount: 3	
[4/16/23 05:03PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/16/23 05:06PM] Picked up gr.Item Vote scroll, amount: 3	
[4/16/23 05:06PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/16/23 05:08PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:10PM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:11PM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:14PM] Picked up gr.Item Coin, amount: 1000	
[4/16/23 05:14PM] Picked up gr.Item Revenant Boots, amount: 1	
[4/16/23 05:14PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:16PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/16/23 05:17PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:17PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:17PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:17PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 05:18PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:19PM] Has just redeemed a $10 Bond successfully!	
[4/16/23 05:19PM] Player dropping item: Vial, amount: 1	
[4/16/23 05:19PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 05:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:20PM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 05:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:20PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:20PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 05:20PM] Attempted to redeem a Donator rank ticket, but was already a member! (Unsuccessful)	
[4/16/23 05:20PM] Player destroying item: -1, amount: 0	
[4/16/23 05:21PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 05:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:22PM] Picked up gr.Item Mystic body, amount: 1	
[4/16/23 05:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:24PM] Picked up gr.Item Coin, amount: 2294619	
[4/16/23 05:24PM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 05:25PM] Picked up gr.Item $1 Scroll, amount: 1	
[4/16/23 05:25PM] Picked up gr.Item Lava bones, amount: 100	
[4/16/23 05:25PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:25PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/16/23 05:25PM] Picked up gr.Item Lava bones, amount: 300	
[4/16/23 05:25PM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 05:27PM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:30PM] Player dropping item: Imperial Minigun, amount: 1	
[4/16/23 05:31PM] Picked up gr.Item Zinq helm, amount: 1	
[4/16/23 05:31PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:31PM] Picked up gr.Item Coin, amount: 4000	
[4/16/23 05:32PM] Player dropping item: Vial, amount: 1	
[4/16/23 05:33PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 05:33PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 05:33PM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 05:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:36PM] (CC) Help. Said: I beta tested this a while ago i should have stayed damn	
[4/16/23 05:36PM] (CC) Help. Said: Yeah i played for a while tho 	
[4/16/23 05:37PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 05:37PM] Picked up gr.Item Zinq shield, amount: 1	
[4/16/23 05:38PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:38PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 05:38PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 05:39PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 05:39PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 05:39PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:39PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 05:39PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:40PM] Picked up gr.Item Zinq helm, amount: 1	
[4/16/23 05:40PM] Picked up gr.Item Zinq sword, amount: 1	
[4/16/23 05:40PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:40PM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 05:40PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:40PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 05:40PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 05:41PM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 05:41PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:42PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 05:42PM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 05:42PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 05:43PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 05:43PM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 05:43PM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 05:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:45PM] Picked up gr.Item Zinq boots, amount: 1	
[4/16/23 05:46PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 05:46PM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 05:46PM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 05:46PM] Picked up gr.Item Coin, amount: 10000	
[4/16/23 05:46PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:47PM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 05:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 05:48PM] Picked up gr.Item Lava bones, amount: 7	
