[4/16/23 02:53PM] Login. ip: 82.168.158.223, mac: To be filled by O.E.M.20211125002306.000000+060, uuid: 1C-BF-CE-EE-89-0F	
[4/16/23 03:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:03PM] Picked up gr.Item Coin, amount: 100	
[4/16/23 03:06PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:06PM] Picked up gr.Item Coin, amount: 100	
[4/16/23 03:06PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:09PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:09PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:10PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:10PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:30PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:32PM] DEFAULT|2224,3754,0|Said: Starter	
[4/16/23 03:34PM] Picked up gr.Item Coin, amount: 200	
[4/16/23 03:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:35PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:35PM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:57PM] Picked up gr.Item Coin, amount: 600	
