[4/22/23 12:56PM] Login. ip: 174.92.239.54, mac: J4PDCG00106215820220312082309.000000-300, uuid: A0-C5-89-FF-10-54	
[4/22/23 12:57PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 12:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 12:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 12:59PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 12:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 12:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 01:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 01:00PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 01:00PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 01:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 01:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 01:04PM] Picked up gr.Item Coin, amount: 1808151	
[4/22/23 01:04PM] Picked up gr.Item Lava bones, amount: 25	
[4/22/23 01:10PM] Picked up gr.Item Blurite Boots, amount: 1	
[4/22/23 01:10PM] Picked up gr.Item Lava bones, amount: 5	
[4/22/23 01:15PM] Picked up gr.Item Blurite Legs, amount: 1	
[4/22/23 01:15PM] Picked up gr.Item Coin, amount: 500	
[4/22/23 01:16PM] Picked up gr.Item Coin, amount: 500	
[4/22/23 01:17PM] Picked up gr.Item Blurite Amulet, amount: 1	
[4/22/23 01:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 01:20PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/22/23 01:30PM] Player bought 14377 x 1 from Amnesia's pos shop for 2000 Billions	
[4/22/23 01:31PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/22/23 01:31PM] Picked up gr.Item Vote scroll, amount: 3	
[4/22/23 01:31PM] Has just redeemed a $1 Scroll successfully!	
[4/22/23 01:33PM] Picked up gr.Item Coin, amount: 1252103	
[4/22/23 01:33PM] Picked up gr.Item Lava bones, amount: 25	
[4/22/23 01:34PM] Picked up gr.Item Coin, amount: 2268531	
[4/22/23 01:34PM] Picked up gr.Item Lava bones, amount: 40	
[4/22/23 01:36PM] Picked up gr.Item Imperial helm, amount: 1	
[4/22/23 01:36PM] Picked up gr.Item Imperial helm, amount: 1	
[4/22/23 01:37PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/22/23 01:37PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/22/23 01:37PM] Picked up gr.Item Coin, amount: 1600	
[4/22/23 01:38PM] Picked up gr.Item Imperial ring, amount: 1	
[4/22/23 01:38PM] Picked up gr.Item Imperial helm, amount: 1	
[4/22/23 01:38PM] Picked up gr.Item Imperial ring, amount: 1	
[4/22/23 01:38PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 01:40PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/22/23 01:40PM] Picked up gr.Item Imperial amulet, amount: 1	
[4/22/23 01:41PM] Picked up gr.Item Coin, amount: 1000	
[4/22/23 01:42PM] Picked up gr.Item Coin, amount: 1000	
[4/22/23 01:42PM] Picked up gr.Item Coin, amount: 1000	
