[4/16/23 07:19AM] Login. ip: 178.85.123.181, mac: PF1WXVPN20220117030446.000000+060, uuid: 80-30-49-B7-E7-3F	
[4/16/23 07:19AM] PROGRESSION_ZONES|3037,10280,0|Said: Reff	
[4/16/23 07:22AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 07:22AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 07:23AM] Picked up gr.Item Coin, amount: 100	
[4/16/23 07:23AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 07:23AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 07:24AM] Picked up gr.Item Coin, amount: 2107632	
[4/16/23 07:24AM] Picked up gr.Item Lava bones, amount: 25	
[4/16/23 07:25AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/16/23 07:25AM] Picked up gr.Item Lava bones, amount: 100	
[4/16/23 07:25AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 07:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 07:25AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 07:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 07:26AM] Picked up gr.Item Coin, amount: 200	
[4/16/23 07:26AM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/16/23 07:27AM] Has just redeemed a $1 Scroll successfully!	
[4/16/23 07:30AM] Player dropping item: Starter Staff, amount: 1	
[4/16/23 07:30AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/16/23 07:30AM] Player dropping item: Starter Blade, amount: 1	
[4/16/23 07:30AM] Picked up gr.Item Vote scroll, amount: 3	
[4/16/23 07:30AM] Picked up gr.Item Starter Blade, amount: 1	
