[4/22/23 03:24AM] Login. ip: 167.179.183.237, mac: 20220807220242.000000+600, uuid: 68-54-5A-E0-6F-BE	
[4/22/23 03:29AM] Picked up gr.Item Lava bones, amount: 4	
[4/22/23 03:30AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 03:30AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:30AM] Picked up gr.Item Lava bones, amount: 4	
[4/22/23 03:30AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 03:30AM] Player dropping item: Coin, amount: 1000300	
[4/22/23 03:30AM] Player dropping item: Fury shark, amount: 1	
[4/22/23 03:30AM] Picked up gr.Item Coin, amount: 1000300	
[4/22/23 03:30AM] Picked up gr.Item Fury shark, amount: 1	
[4/22/23 03:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:31AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:31AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 03:31AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 03:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:31AM] Picked up gr.Item Coin, amount: 100	
[4/22/23 03:31AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 03:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:32AM] Player dropping item: Blurite Helm, amount: 1	
[4/22/23 03:32AM] Player dropping item: Blurite Body, amount: 1	
[4/22/23 03:32AM] Player dropping item: Blurite Legs, amount: 1	
[4/22/23 03:32AM] Picked up gr.Item Blurite Helm, amount: 1	
[4/22/23 03:32AM] Picked up gr.Item Blurite Body, amount: 1	
[4/22/23 03:32AM] Picked up gr.Item Blurite Legs, amount: 1	
[4/22/23 03:33AM] Player dropping item: Starter Cannon, amount: 1	
[4/22/23 03:33AM] Picked up gr.Item Starter Cannon, amount: 1	
[4/22/23 03:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:34AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 03:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:34AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 03:34AM] Player dropping item: Lava bones, amount: 6	
[4/22/23 03:34AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:34AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 03:34AM] Picked up gr.Item Lava bones, amount: 6	
[4/22/23 03:34AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:34AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 03:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:34AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 03:35AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:35AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:37AM] Player dropping item: Lava bones, amount: 1	
[4/22/23 03:37AM] Picked up gr.Item Coin, amount: 200	
[4/22/23 03:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:37AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:37AM] Player dropping item: Blurite Gloves, amount: 1	
[4/22/23 03:37AM] Player dropping item: Blurite Boots, amount: 1	
[4/22/23 03:37AM] Player dropping item: Blurite Cape, amount: 1	
[4/22/23 03:37AM] Player dropping item: Starter Staff, amount: 1	
[4/22/23 03:37AM] Picked up gr.Item Starter Staff, amount: 1	
[4/22/23 03:37AM] Picked up gr.Item Blurite Gloves, amount: 1	
[4/22/23 03:37AM] Picked up gr.Item Blurite Boots, amount: 1	
[4/22/23 03:37AM] Picked up gr.Item Blurite Cape, amount: 1	
[4/22/23 03:38AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:39AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:39AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:39AM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 03:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:39AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:39AM] Picked up gr.Item Coin, amount: 600	
[4/22/23 03:39AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:39AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:39AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:39AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:40AM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 03:40AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:40AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:40AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:40AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:41AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:41AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:41AM] Picked up gr.Item Lava bones, amount: 5	
[4/22/23 03:41AM] Picked up gr.Item Coin, amount: 600	
[4/22/23 03:41AM] Picked up gr.Item Coin, amount: 600	
[4/22/23 03:42AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:42AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:42AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:43AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:43AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:43AM] Picked up gr.Item Coin, amount: 300	
[4/22/23 03:43AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:44AM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 03:45AM] Player dropping item: Blurite Staff, amount: 1	
[4/22/23 03:45AM] Picked up gr.Item Blurite Staff, amount: 1	
[4/22/23 03:46AM] Player dropping item: Lava bones, amount: 22	
[4/22/23 03:46AM] Picked up gr.Item Lava bones, amount: 22	
[4/22/23 03:46AM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 03:46AM] Picked up gr.Item Lava bones, amount: 3	
