[4/22/23 11:07PM] Login. ip: 66.111.89.3, mac: Default string20230401072935.000000-420, uuid: 00-FF-0F-F5-DB-86	
[4/22/23 11:08PM] Login. ip: 66.111.89.3, mac: Default string20230401072935.000000-420, uuid: 00-FF-0F-F5-DB-86	
[4/22/23 11:09PM] Login. ip: 66.111.89.3, mac: Default string20230401072935.000000-420, uuid: 00-FF-0F-F5-DB-86	
[4/22/23 11:11PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:11PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:17PM] DEFAULT|2225,3732,0|Said: Telepots not work?	
[4/22/23 11:17PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:17PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:18PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:18PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:18PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:18PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:18PM] Picked up gr.Item Coin, amount: 100	
[4/22/23 11:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:19PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:19PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:19PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:19PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:19PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:19PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:19PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:19PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:20PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:20PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:20PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:20PM] Picked up gr.Item Coin, amount: 200	
[4/22/23 11:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:20PM] Picked up gr.Item Coin, amount: 400	
[4/22/23 11:20PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:21PM] Picked up gr.Item Coin, amount: 800	
[4/22/23 11:21PM] Picked up gr.Item Coin, amount: 400	
[4/22/23 11:21PM] Picked up gr.Item Coin, amount: 400	
[4/22/23 11:22PM] Picked up gr.Item Coin, amount: 2100	
[4/22/23 11:22PM] Picked up gr.Item Lava bones, amount: 7	
[4/22/23 11:22PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:22PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:22PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:22PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:23PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:23PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:23PM] Picked up gr.Item Lava bones, amount: 2	
[4/22/23 11:23PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:23PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:23PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:23PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:23PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:23PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:24PM] Picked up gr.Item Coin, amount: 900	
[4/22/23 11:24PM] Picked up gr.Item Lava bones, amount: 5	
[4/22/23 11:24PM] Picked up gr.Item Coin, amount: 300	
[4/22/23 11:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/22/23 11:24PM] Picked up gr.Item Coin, amount: 900	
[4/22/23 11:24PM] Picked up gr.Item Lava bones, amount: 3	
[4/22/23 11:24PM] Picked up gr.Item Coin, amount: 300	
