[4/15/23 03:09AM] Login. ip: 81.154.93.189, mac: NHQ59EK01K0330AAFA340020230401055912.000000+060, uuid: 08-97-98-AE-5C-D9	
[4/15/23 03:10AM] (CC) Help. Said: Cheers	
[4/15/23 03:11AM] (CC) Help. Said: Ty	
[4/15/23 03:11AM] (CC) Help. Said: Any way to turn level up notis off	
[4/15/23 03:13AM] (CC) Help. Said: Nvm found it	
[4/15/23 03:14AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:15AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:16AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 03:18AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:19AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:19AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:19AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 03:20AM] Picked up gr.Item Coin, amount: 100	
[4/15/23 03:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 03:20AM] PROGRESSION_ZONES|3037,10277,0|Said: :train2	
