[4/15/23 08:19AM] Login. ip: 108.31.43.161, mac: To Be Filled By O.E.M.20200613003217.000000-300, uuid: A8-A1-59-0A-B2-B4	
[4/15/23 08:21AM] Picked up gr.Item Coin, amount: 200	
[4/15/23 08:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:22AM] Picked up gr.Item Blurite Boots, amount: 1	
[4/15/23 08:27AM] Picked up gr.Item Blurite Body, amount: 1	
[4/15/23 08:30AM] Player dropping item: Blurite Boots, amount: 1	
[4/15/23 08:30AM] Player dropping item: Blurite Body, amount: 1	
[4/15/23 08:30AM] Player dropping item: Blurite Legs, amount: 1	
[4/15/23 08:30AM] Picked up gr.Item Imperial helm, amount: 1	
[4/15/23 08:31AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:31AM] Picked up gr.Item Coin, amount: 600	
[4/15/23 08:35AM] Picked up gr.Item Coin, amount: 1800	
[4/15/23 08:37AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/15/23 08:37AM] Picked up gr.Item Imperial ring, amount: 1	
[4/15/23 08:39AM] Picked up gr.Item Imperial legs, amount: 1	
[4/15/23 08:41AM] Picked up gr.Item Coin, amount: 600	
[4/15/23 08:41AM] Picked up gr.Item Imperial helm, amount: 1	
[4/15/23 08:44AM] Picked up gr.Item Imperial body, amount: 1	
[4/15/23 08:46AM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 08:46AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 08:46AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 08:47AM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 08:47AM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 08:47AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 08:48AM] Picked up gr.Item Imperial ring, amount: 1	
[4/15/23 08:48AM] Player dropping item: Vial, amount: 1	
[4/15/23 08:48AM] Picked up gr.Item Imperial gloves, amount: 1	
[4/15/23 08:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:49AM] Picked up gr.Item Coin, amount: 800	
[4/15/23 08:49AM] Picked up gr.Item Imperial gloves, amount: 1	
[4/15/23 08:49AM] Picked up gr.Item Coin, amount: 1600	
[4/15/23 08:51AM] Picked up gr.Item Imperial body, amount: 1	
[4/15/23 08:51AM] Picked up gr.Item Imperial gloves, amount: 1	
[4/15/23 08:51AM] Picked up gr.Item Imperial ring, amount: 1	
[4/15/23 08:52AM] Picked up gr.Item Coin, amount: 5400	
[4/15/23 08:53AM] Picked up gr.Item Coin, amount: 900	
[4/15/23 08:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 08:53AM] Picked up gr.Item Imperial amulet, amount: 1	
[4/15/23 08:53AM] Picked up gr.Item Coin, amount: 4500	
[4/15/23 08:55AM] Picked up gr.Item Imperial Box, amount: 1	
[4/15/23 08:55AM] Picked up gr.Item Revenant whip, amount: 1	
[4/15/23 08:56AM] Player dropping item: Vial, amount: 1	
[4/15/23 08:58AM] Picked up gr.Item Revenant Legs, amount: 1	
[4/15/23 09:00AM] Picked up gr.Item Revenant Legs, amount: 1	
[4/15/23 09:02AM] Has just redeemed a Donator rank ticket successfully!	
[4/15/23 09:03AM] Login. ip: 108.31.43.161, mac: To Be Filled By O.E.M.20200613003217.000000-300, uuid: A8-A1-59-0A-B2-B4	
[4/15/23 09:12AM] Picked up gr.Item Coin, amount: 3000	
[4/15/23 09:13AM] Player dropping item: Vial, amount: 1	
[4/15/23 09:14AM] Player dropping item: Imperial Minigun, amount: 1	
[4/15/23 09:14AM] Picked up gr.Item Imperial Minigun, amount: 1	
[4/15/23 09:16AM] Player dropping item: Fury shark, amount: 1	
[4/15/23 09:16AM] Player dropping item: Fury shark, amount: 1	
[4/15/23 09:16AM] Player dropping item: Fury shark, amount: 1	
[4/15/23 09:16AM] Player dropping item: Fury shark, amount: 1	
[4/15/23 09:16AM] Player dropping item: Fury shark, amount: 1	
[4/15/23 09:16AM] Picked up gr.Item Imperial Box, amount: 2	
[4/15/23 09:16AM] Picked up gr.Item PvM Casket, amount: 5	
[4/15/23 09:16AM] Picked up gr.Item Progressive Box [T1], amount: 1	
[4/15/23 09:16AM] Player dropping item: Fury shark, amount: 1	
[4/15/23 09:16AM] Picked up gr.Item EXP Potion (Divine), amount: 1	
[4/15/23 09:16AM] Player dropping item: Super restore (3), amount: 1	
[4/15/23 09:16AM] Picked up gr.Item DR Potion (Godly), amount: 1	
[4/15/23 09:16AM] Player dropping item: Super restore (4), amount: 1	
[4/15/23 09:16AM] Picked up gr.Item DMG Potion (Mortal), amount: 1	
[4/15/23 09:16AM] Player dropping item: Super restore (4), amount: 1	
[4/15/23 09:16AM] Picked up gr.Item Antique lamp, amount: 3	
[4/15/23 09:16AM] Player dropping item: Super restore (4), amount: 1	
[4/15/23 09:18AM] Picked up gr.Item Coin, amount: 7500	
[4/15/23 09:24AM] Picked up gr.Item Coin, amount: 6000	
[4/15/23 09:24AM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 09:26AM] Player dropping item: Vial, amount: 1	
[4/15/23 09:26AM] Player dropping item: Vial, amount: 1	
[4/15/23 09:26AM] Player dropping item: Vial, amount: 1	
[4/15/23 09:33AM] Picked up gr.Item Zinq boots, amount: 1	
[4/15/23 09:35AM] Picked up gr.Item Zinq body, amount: 1	
[4/15/23 09:35AM] Picked up gr.Item Coin, amount: 2000	
[4/15/23 09:40AM] Picked up gr.Item Coin, amount: 4000	
[4/15/23 09:40AM] Picked up gr.Item Lava bones, amount: 1	
