[4/17/23 05:07AM] Login. ip: 109.67.216.41, mac: Default string20220525003713.000000+120, uuid: D8-5E-D3-AE-BE-FC	
[4/17/23 05:08AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:09AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:09AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:09AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:09AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:09AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:09AM] Picked up gr.Item Coin, amount: 100	
[4/17/23 05:09AM] Picked up gr.Item Lava bones, amount: 1	
