[4/21/23 04:14PM] Login. ip: 68.225.116.111, mac: 20210316164919.000000-300, uuid: 3C-7C-3F-1E-AC-07	
[4/21/23 04:17PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 04:17PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 04:17PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:18PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 04:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:18PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 04:18PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 04:18PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:19PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 04:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:20PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 04:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 04:21PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 04:21PM] Picked up gr.Item Coin, amount: 100	
[4/21/23 04:21PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:22PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:23PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 04:23PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 04:23PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 04:23PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 04:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:23PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 04:23PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 04:23PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:24PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 04:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:24PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:25PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 04:25PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 04:25PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 04:25PM] Picked up gr.Item Lava bones, amount: 2	
[4/21/23 04:25PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 04:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:25PM] Picked up gr.Item Lava bones, amount: 1	
[4/21/23 04:26PM] Picked up gr.Item Coin, amount: 200	
[4/21/23 04:26PM] Picked up gr.Item Lava bones, amount: 2	
