[4/16/23 04:24PM] Player received drop: x1 Owner cape goodiebag, id: 3578, amount: 1, from: Nine Tails	
[4/19/23 10:38AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/19/23 11:11AM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/19/23 11:25AM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/19/23 11:33AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/19/23 11:37AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/19/23 11:40AM] Player received drop: x1 Antique Bow, id: 23144, amount: 1, from: Eragon	
[4/19/23 11:40AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/19/23 11:50AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/19/23 11:55AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/19/23 11:58AM] Player received drop: x1 Doom Aura, id: 12614, amount: 1, from: Doomwatcher	
[4/19/23 12:08PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/19/23 01:34PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/19/23 01:36PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/19/23 04:20PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/19/23 04:21PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/19/23 04:24PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/19/23 04:27PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/19/23 04:29PM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/19/23 04:57PM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/19/23 05:00PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/19/23 05:03PM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/19/23 05:11PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/19/23 05:11PM] Player received drop: x1 Doom Legs, id: 15933, amount: 1, from: Doomwatcher	
[4/19/23 05:14PM] Player received drop: x1 Warlock prayer scroll, id: 23167, amount: 1, from: Final Boss Veigar	
[4/19/23 05:31PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/19/23 05:35PM] Player received drop: x1 Unknown Boots, id: 21047, amount: 1, from: Miscreation	
[4/19/23 05:36PM] Player received drop: x1 Unknown Legs, id: 21044, amount: 1, from: Miscreation	
