[4/16/23 02:18PM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/16/23 02:20PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/16/23 05:51PM] Player received drop: x1 Malvek Body, id: 19159, amount: 1, from: Malvek	
[4/16/23 07:51PM] Player received drop: x1 Groudon Helm, id: 21934, amount: 1, from: Groudon	
[4/16/23 09:00PM] Player received drop: x1 Titan Helm, id: 8803, amount: 1, from: Avatar Titan	
[4/16/23 10:05PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 10:13PM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/16/23 10:15PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/16/23 11:19PM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/17/23 06:46PM] Player received drop: x1 Godly Boots, id: 14053, amount: 1, from: Death God	
[4/17/23 06:48PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/17/23 06:52PM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/17/23 07:27PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/17/23 07:36PM] Player received drop: x1 Godly Body, id: 14051, amount: 1, from: Death God	
[4/17/23 07:40PM] Player received drop: x1 Godly Legs, id: 14052, amount: 1, from: Death God	
[4/17/23 07:40PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/17/23 07:45PM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/17/23 07:48PM] Player received drop: x1 Godly Helm, id: 14050, amount: 1, from: Death God	
[4/17/23 07:52PM] Player received drop: x1 Godly Bow, id: 21018, amount: 1, from: Death God	
[4/17/23 07:54PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 08:51PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/17/23 09:02PM] Player received drop: x1 Emerald Chaps, id: 11003, amount: 1, from: Emerald Slayer	
