[4/19/23 03:34PM] Player received drop: x1 Unknown Helm, id: 21042, amount: 1, from: Miscreation	
[4/19/23 06:00PM] Player received drop: x1 Antique Legs, id: 8818, amount: 1, from: Avalon	
[4/19/23 06:13PM] Player received drop: x1 Gold Cape, id: 11762, amount: 1, from: Golden Golem	
[4/19/23 06:48PM] Player received drop: x1 Adamant platebody (h2), id: 19485, amount: 1, from: Malvek	
[4/20/23 03:47AM] Player received drop: x1 Antique Body, id: 8817, amount: 1, from: Avalon	
[4/20/23 04:05AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/20/23 04:42AM] Player received drop: x1 Antique Sword, id: 23146, amount: 1, from: Eragon	
[4/20/23 04:42AM] Player received drop: x1 Antique Staff, id: 23145, amount: 1, from: Eragon	
[4/20/23 05:38AM] Player received drop: x1 Doom Body, id: 16021, amount: 1, from: Doomwatcher	
[4/20/23 08:57AM] Player received drop: x1 Maze Maul, id: 17710, amount: 1, from: Maze Guardian	
[4/20/23 03:55PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/20/23 03:56PM] Player received drop: x1 Doom Helm, id: 15922, amount: 1, from: Doomwatcher	
[4/20/23 05:21PM] Player received drop: x1 Owner cape goodiebag, id: 3578, amount: 1, from: Nine Tails	
[4/21/23 05:40AM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/21/23 06:09AM] Player received drop: x1 Emerald Coif, id: 11001, amount: 1, from: Emerald Slayer	
[4/21/23 06:28AM] Player received drop: x1 Gold Helm, id: 11183, amount: 1, from: Golden Golem	
[4/21/23 07:09AM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/21/23 07:11AM] Player received drop: x1 Gold Body, id: 11184, amount: 1, from: Golden Golem	
[4/21/23 07:13AM] Player received drop: x1 Gold Cape, id: 11762, amount: 1, from: Golden Golem	
[4/21/23 07:23AM] Player received drop: x1 Antique Gloves, id: 8819, amount: 1, from: Avalon	
[4/21/23 08:47AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/21/23 08:53AM] Player received drop: x1 Maze Body, id: 5422, amount: 1, from: Maze Guardian	
[4/21/23 08:54AM] Player received drop: x1 Maze Legs, id: 5428, amount: 1, from: Maze Guardian	
[4/21/23 08:54AM] Player received drop: x1 Maze Cape, id: 17684, amount: 1, from: Maze Guardian	
[4/21/23 09:14AM] Player received drop: x1 Unknown Body, id: 21043, amount: 1, from: Miscreation	
[4/21/23 09:21AM] Player received drop: x1 Titan Chaps, id: 8805, amount: 1, from: Avatar Titan	
[4/21/23 09:31AM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/21/23 09:45AM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/21/23 09:46AM] Player received drop: x1 Lust Poncho, id: 8807, amount: 1, from: Zorbak	
[4/21/23 09:49AM] Player received drop: x1 Lust Legging, id: 8808, amount: 1, from: Zorbak	
[4/21/23 09:56AM] Player received drop: x1 Lust Staff, id: 8809, amount: 1, from: Zorbak	
[4/21/23 10:09AM] Player received drop: x1 Godly Gloves, id: 14055, amount: 1, from: Death God	
[4/21/23 10:12AM] Player received drop: x1 Godly Cape, id: 1485, amount: 1, from: Death God	
[4/21/23 02:02PM] Player received drop: x1 Emerald Crossbow, id: 8088, amount: 1, from: Emerald Slayer	
[4/21/23 02:15PM] Player received drop: x1 Emerald Body, id: 11002, amount: 1, from: Emerald Slayer	
[4/21/23 02:41PM] Player received drop: x1 Gold Cape, id: 11762, amount: 1, from: Golden Golem	
[4/21/23 02:45PM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/21/23 02:48PM] Player received drop: x1 Gold Boots, id: 11182, amount: 1, from: Golden Golem	
[4/21/23 02:56PM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/21/23 02:59PM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/21/23 05:35PM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/21/23 05:40PM] Player received drop: x1 Gold Glaive, id: 7014, amount: 1, from: Golden Golem	
[4/21/23 05:40PM] Player received drop: x1 Gold Legs, id: 11179, amount: 1, from: Golden Golem	
[4/21/23 05:52PM] Player received drop: x1 Gold Gloves, id: 11181, amount: 1, from: Golden Golem	
[4/21/23 05:52PM] Player received drop: x1 Gold Gloves, id: 11181, amount: 1, from: Golden Golem	
[4/21/23 05:57PM] Player received drop: x1 Anchor (Special), id: 10887, amount: 1, from: Luffy	
[4/21/23 05:57PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/21/23 05:59PM] Player received drop: x1 Zircon (Ranger), id: 23093, amount: 1, from: Luffy	
[4/21/23 06:00PM] Player received drop: x1 Zircon (Wizard), id: 23092, amount: 1, from: Luffy	
[4/21/23 06:16PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/21/23 06:21PM] Player received drop: x1 Saint Legs, id: 21030, amount: 1, from: Broly	
[4/21/23 06:23PM] Player received drop: x1 Saint Body, id: 21029, amount: 1, from: Broly	
[4/21/23 06:55PM] Player received drop: x1 Groudon Boots, id: 3107, amount: 1, from: Groudon	
[4/21/23 07:06PM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/22/23 04:07AM] Player received drop: x1 Champion Helm, id: 15924, amount: 1, from: Bowser	
[4/22/23 04:13AM] Player received drop: x1 Champion Wings, id: 17686, amount: 1, from: Bowser	
[4/22/23 04:27AM] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/22/23 04:30AM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/22/23 04:36AM] Player received drop: x1 Majestic Box, id: 15004, amount: 1, from: Meruem The King	
[4/22/23 07:02AM] Player received drop: x1 Champion Body, id: 16023, amount: 1, from: Bowser	
[4/22/23 07:06AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/22/23 07:18AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
[4/22/23 07:20AM] Player received drop: x1 Champion Boots, id: 16272, amount: 1, from: Bowser	
[4/22/23 07:30AM] Player received drop: x1 Champion Legs, id: 15935, amount: 1, from: Bowser	
